动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
AIPC,https://getquicker.net/Sharedaction?code=acf7260d-27ca-4512-9e90-08dc75c00f56,AI Prompts Collector（AI提示词收集器 | 笔记）,通用,Mrshuang,https://getquicker.net/User/238117/Mrshuang,224 KB,2024-05-18 01:02,3,【优化】文件更名时使用原文件名作为默认值，便于修改,2024-06-10
极速摘录,https://getquicker.net/Sharedaction?code=0b5a268a-d8f0-41da-35f1-08db28db7b72,"灵感出现,极速/记录/摘字/摘图/连续摘录/编辑/无需运行Obsidian",Obsidian,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,170.7 KB,2023-03-20 15:40,47,支持不存在文件夹中也可以持续当前文件摘录,2024-06-10
拾色器,https://getquicker.net/Sharedaction?code=183424ce-1c03-43d4-a071-08d9ac50b9f2,取色，调色，管理颜色,通用,FanXiang,https://getquicker.net/User/27525/FanXiang,77.2 KB,2021-11-21 12:54,10,填充颜色,2024-06-10
时间记录,https://getquicker.net/Sharedaction?code=07f9bbc8-6f51-4529-9c7f-08dc87c6ae9d,ctrl+双击时间，暂停运行。双击时间刷新运行。,通用,橙红色太阳,https://getquicker.net/User/507427/%E6%A9%99%E7%BA%A2%E8%89%B2%E5%A4%AA%E9%98%B3,47.8 KB,2024-06-09 21:12,0,,2024-06-10
克隆Git仓库(改),https://getquicker.net/Sharedaction?code=f95ba1b2-06aa-4c06-faf4-08dbe58ac7d6,git bash克隆仓库到当前文件夹下，支持选择默认分支和指定分支，借鉴动作“克隆Git仓库”，增加了剪切板读取仓库地址，简化操作 ,Windows 资源管理器,LeeZWay,https://getquicker.net/User/683952/LeeZWay,7.5 KB,2023-11-15 11:27,2,支持选择默认分支和指定分支,2024-06-10
一键解压,https://getquicker.net/Sharedaction?code=7abd4923-52b7-46b4-9c79-08dc87c6ae9d,使用7z自动遍历预设的密码达到自动解压加密压缩包的目的,通用,LeeZWay,https://getquicker.net/User/683952/LeeZWay,16 KB,2024-06-09 20:41,0,,2024-06-10
视频小工具,https://getquicker.net/Sharedaction?code=c571c9f3-989a-4aa8-adb6-08da6e569e28,批量去片头片尾，裁剪视频，视频转码，音频提取，合并视频等；自动配置FFmpeg,通用,ZTOA10,https://getquicker.net/User/234516/ZTOA10,189.4 KB,2022-07-26 10:47,23,更新蓝奏解析失效问题,2024-06-10
pixelScope放大镜,https://getquicker.net/Sharedaction?code=5bc21a64-7b2c-449f-9c71-08dc87c6ae9d,"pixelScope放大镜(跟随鼠标),免去了眼睛要里在鼠标和，放大镜图像之间切换的麻烦，类似于8倍镜。",通用,ii6uu992,https://getquicker.net/User/997056/ii6uu992,33.5 KB,2024-06-09 17:47,0,,2024-06-10
欧路词典查询,https://getquicker.net/Sharedaction?code=3c9b7f9c-fec4-4c4c-8f49-08dba9bf00b5,有字符调用小窗口；无字符启动OCR截图查询,通用,GodZeason,https://getquicker.net/User/783875/GodZeason,5 KB,2023-08-31 16:22,1,无选中字符时的行为改成调用OCR截图查询,2024-06-10
Everything,https://getquicker.net/Sharedaction?code=ccc1805d-3d04-42a1-d9ef-08db2ba80230,也许是最好用的(本地文件)搜索神器/搜索速度吓死你/140搜索术语,Everything,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,319.1 KB,2023-03-25 00:27,255,"选中文件搜索逻辑变更
搜索选中文件所在文件夹的后缀相同类型文件
以支持查找相同文件的场景",2024-06-10
智能计算器,https://getquicker.net/Sharedaction?code=1ae2f763-3fa6-447f-91d7-08dc79843f34,"实时计算,自动备份,大小写英文转换",通用,翱翔,https://getquicker.net/User/178545/%E7%BF%B1%E7%BF%94,312.4 KB,2024-05-22 14:21,55,优化流程,2024-06-10
保存网址为快捷方式,https://getquicker.net/Sharedaction?code=1c4f3271-bd0a-4a04-144b-08d9f54a7e1f,保存网址为URL文件，方便管理，还可以用 Everything 搜索,通用,治钧,https://getquicker.net/User/21417/%E6%B2%BB%E9%92%A7,25.5 KB,2022-02-22 10:56,5,- 优化,2024-06-10
搜索,https://getquicker.net/Sharedaction?code=7ec95694-29e4-4739-8355-08d94406436b,简单好用的网页搜索引擎聚合,通用,咿呀杀杀,https://getquicker.net/User/19337/%E5%92%BF%E5%91%80%E6%9D%80%E6%9D%80,176 KB,2021-07-12 02:31,18,"- 支持“一个引擎同时查询多个关键词”
- 支持自定义关键词分隔符
- 「记住上次筛选词」支持筛选词后置
- 「OCR取词」改为默认关闭
- 「引擎大全」增收",2024-06-10
法信Markdown,https://getquicker.net/Sharedaction?code=538f16ea-89ef-469c-9c65-08dc87c6ae9d,将法信法律法规转为Markdown格式,Google Chrome,Ranfou,https://getquicker.net/User/108076/Ranfou,35.4 KB,2024-06-09 10:56,0,,2024-06-10
隐藏/显示悬浮按钮,https://getquicker.net/Sharedaction?code=075b05e3-b00b-4660-9c61-08dc87c6ae9d,切换悬浮按钮的隐藏和显示状态,通用,治钧,https://getquicker.net/User/21417/%E6%B2%BB%E9%92%A7,442 B,2024-06-09 08:45,0,,2024-06-10
标题,https://getquicker.net/Sharedaction?code=fd7d43b8-14c5-4ba3-9c5d-08dc87c6ae9d,设置标题/VBA/,WPS Office,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,15.1 KB,2024-06-09 00:40,0,,2024-06-10
