动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
EC文字纠错\n极速版,https://getquicker.net/Sharedaction?code=af21408e-c40f-43c0-6c92-08db600b665f,想输入中文，不料输入法为英文，可立即将输入的字母转为中文输入。持续更新一些相近汉字、数字、标点符号转换功能。,通用,EC10010,https://getquicker.net/User/2997/EC10010,366.9 KB,2023-05-29 20:30,74,词语轮转优先转换靠右的词。,2025-03-22
ChatAI,https://getquicker.net/Sharedaction?code=1cd157f5-026d-4079-f125-08dd4113b69a,📸图文提问，👆划词即答，ChatAI🤖让知识触手可及，效率大幅提升！🚀（一键调用 DeepSeek、ChatGPT、Gemini、Kimi、Qwen、Siliconflow 等 AI 大模型）,通用,『扪』,https://getquicker.net/User/432041/%E3%80%8E%E6%89%AA%E3%80%8F,700 KB,2025-01-31 21:22,45,  【修复】修正文本窗口子程序已知错误,2025-03-22
软件便签,https://getquicker.net/Sharedaction?code=05eb8227-4f24-464a-a71d-08dd2875ceca,以文本窗口的形式展示『前台进程』对应的『便签内容』，内置了超丰富的文本编辑工具栏，而且〖每个程序〗都支持自定义外观主题（语法高亮、字体大小、背景颜色等），数据自动云备份-无感保存 (◕‿◕)✧,通用,『扪』,https://getquicker.net/User/432041/%E3%80%8E%E6%89%AA%E3%80%8F,555.5 KB,2024-12-31 10:30,25,  【修复】修正文本窗口子程序已知错误,2025-03-22
OCR,https://getquicker.net/Sharedaction?code=ab29cfa2-9d34-46a0-a433-08dd35be3a2f,源自 PixPin 软件的 OCR 功能，免费、纯本地、速度快而且准确率超高👍,通用,『扪』,https://getquicker.net/User/432041/%E3%80%8E%E6%89%AA%E3%80%8F,667.3 KB,2025-01-17 00:34,33,  【修复】修正文本窗口子程序已知错误,2025-03-22
超级菜单,https://getquicker.net/Sharedaction?code=4dfee3f3-4dab-4905-fde2-08dd1a373a0d,根据不同进程弹出不同的超级菜单，可以自动获取文本，文件，文件夹，网址，软件等,通用,Kenhalid,https://getquicker.net/User/977787/Kenhalid,291.2 KB,2024-12-13 04:30,25,"~ 修改编辑的展现方式，现在进行修改更加方便
~ 增加“是否开启功能右键”，开启之后，“文件”标签左键打开，右键可以有丰富的功能选项，“动作”标签左键运行，右键打开动作右键菜单（如果你是以高级鼠标触发的长按右键触发该动作，请关闭）",2025-03-22
重启冰凌服务,https://getquicker.net/Sharedaction?code=e171b013-3bb5-4b13-5f19-08dbcd275990,重启冰凌输入法服务,通用,myhan,https://getquicker.net/User/467528/myhan,9 KB,2023-10-15 10:35,3,使用everthing搜索Iimsrv.exe,2025-03-22
文本悬浮,https://getquicker.net/Sharedaction?code=9f346787-7e19-466f-c185-08dd0ebad0d8,将选中的文本悬浮，点击后快速复制。,通用,知产二大爷,https://getquicker.net/User/565334/%E7%9F%A5%E4%BA%A7%E4%BA%8C%E5%A4%A7%E7%88%B7,66.4 KB,2024-11-27 16:20,27,修复bug,2025-03-22
窗口贴边,https://getquicker.net/Sharedaction?code=29dfb633-c1c5-45a1-e145-08dca45772b6, 「使任意窗口获得贴边隐藏」,通用,dalou,https://getquicker.net/User/76824/dalou,240.4 KB,2024-07-15 17:32,39,新增：循环间隔设置选项，可适度调大数值，减少占用系统资源。,2025-03-22
记事本2.0,https://getquicker.net/Sharedaction?code=49545ad8-24dd-4d9e-a166-08dc6ffecc18,「AI对话、MD预览、快速检索、贴边隐藏、分组标签、自动同步」,通用,dalou,https://getquicker.net/User/76824/dalou,597.5 KB,2024-05-10 17:42,59,-,2025-03-22
魔法分区,https://getquicker.net/Sharedaction?code=8e49e813-1549-4659-b694-08dd683b6942,按屏幕分区执行不同动作，配合鼠标手势快捷键可解决qk面板格子不够的问题,通用,sharklaka,https://getquicker.net/User/826879/sharklaka,108.2 KB,2025-03-21 14:32,0,,2025-03-22
