动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
巴德随机输入,https://getquicker.net/Sharedaction?code=c2423f86-f22c-4cb4-e356-08dc7e4881b3,生成随机数、颜色、人名、手机号、邮箱、URL等,通用,Bader,https://getquicker.net/User/135289/Bader,107.2 KB,2024-05-28 08:43,12,1. 增加随机JSON对象,2024-10-12
冻结运行的程序,https://getquicker.net/Sharedaction?code=59f5c8a7-3fe1-4ff5-c928-08dce860f595,结合Freezer软件，可一键冻结当前正在打开的软件，达到省电、释放资源的效果。,通用,用户o8raNI9NBQA,https://getquicker.net/User/1146040/%E7%94%A8%E6%88%B7o8raNI9NBQA,1.2 KB,2024-10-10 14:02,1,更新为软件原快捷键,2024-10-12
Everything,https://getquicker.net/Sharedaction?code=ccc1805d-3d04-42a1-d9ef-08db2ba80230,也许是最好用的(本地文件)搜索神器/搜索速度吓死你/140搜索术语,Everything,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,353.6 KB,2023-03-25 00:27,278,支持强制搜索前缀词,2024-10-12
示例:自定义元素封装,https://getquicker.net/Sharedaction?code=07b0f4f8-35c9-4a28-3009-08dce95259a9,"摸索学习,自定义组件",Google Chrome,瞑空凌,https://getquicker.net/User/769338/%E7%9E%91%E7%A9%BA%E5%87%8C,16.9 KB,2024-10-11 19:30,0,,2024-10-12
选择新建文件,https://getquicker.net/Sharedaction?code=43b23fa0-ad11-4bd1-3008-08dce95259a9,选择自定义的文件格式,通用,用户GBV9Qd7NAwA,https://getquicker.net/User/838364/%E7%94%A8%E6%88%B7GBV9Qd7NAwA,4.5 KB,2024-10-11 19:29,0,,2024-10-12
> Plugins,https://getquicker.net/Sharedaction?code=7fd2652c-5a5e-4417-fb1f-08db512831c2,打开 Photoshop Plugins 插件目录。,通用,Anlv,https://getquicker.net/User/392637/Anlv,104.1 KB,2023-05-11 11:03,22,~. 选中文件不是ccx;zxp扩展文件时，跳过安装，并按默认执行，避免错误选中文件时无法运行动作。,2024-10-12
指定命令启动PixPin截图,https://getquicker.net/Sharedaction?code=028c40f1-82a7-4c7d-b5c9-08dc06761152,通过给PixPin传递命令行参数来调用不同的功能，不需要快捷键,pixpin.exe,浅沧,https://getquicker.net/User/23888/%E6%B5%85%E6%B2%A7,27.5 KB,2023-12-27 20:02,9,选中文件后运行动作，会显示文件贴图窗口，可当作文件中转站使用，详见 https://pixpinapp.com/pin/file.html,2024-10-12
关闭重复资管,https://getquicker.net/Sharedaction?code=99d2ffdf-7bad-4652-66ca-08dbaa91cef1,win10测试，win11请谨慎使用。（使用C#模块）,通用,Anlv,https://getquicker.net/User/392637/Anlv,13 KB,2023-09-01 18:26,4,"+. 增加设置项
1. 关闭重复的资源管理器窗口（去除重复）默认
2. 关闭所有资源管理器窗口
3. 关闭所有资源管理窗口，但保留前台窗口。",2024-10-12
这动作安装过没,https://getquicker.net/Sharedaction?code=83779484-e44d-49eb-4a20-08d9c10181e6,不知道某个分享动作是否已安装？这个动作能帮到你。在动作主页运行动作。,通用,EC10010,https://getquicker.net/User/2997/EC10010,461.5 KB,2021-12-17 19:02,64,优化。,2024-10-12
word剪贴板1.0,https://getquicker.net/Sharedaction?code=7c239087-af8a-498c-3003-08dce95259a9,word中，快速查找、替换文本。,Microsoft Word,希曼,https://getquicker.net/User/149976/%E5%B8%8C%E6%9B%BC,13.5 KB,2024-10-11 16:04,0,,2024-10-12
