动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
OCR工作台,https://getquicker.net/Sharedaction?code=2d523add-5d30-4778-7740-08decd685f7e,截图 OCR 识别工作台：框选/全屏截图，多引擎文字识别，结果编辑与复制。,通用,Cea,https://getquicker.net/User/113342/Cea,18 KB,2026-06-20 01:26,3,"## v1.0.8 (2026-6-20)

- 重构工作台界面：主标签页布局更清晰，顶栏与工作区操作更集中
- 增加工作台内翻译面板，支持识别结果一键翻译
- 增加独立翻译小窗（`translateFloat`），可配合「截图翻译」动作快速使用
- 优化从 Quicker 启动时的体验：默认先框选截图再进入工作台
- 优化 OCR 段落合并与选区识别稳定性
- 修复翻译小窗在部分场景下的显示与交互问题",2026-06-20
文件管家,https://getquicker.net/Sharedaction?code=a7f92298-da7d-4bcd-7735-08decd685f7e,文件和文件夹的一些常用操作,Windows 资源管理器,划水墨鱼,https://getquicker.net/User/893912/%E5%88%92%E6%B0%B4%E5%A2%A8%E9%B1%BC,16.9 KB,2026-06-19 17:36,0,,2026-06-20
自动列宽,https://getquicker.net/Sharedaction?code=88aa4b63-7009-4230-544e-08decc703cb3,EXCEL/WPS表格选中区域设置自动列宽。,通用,xxdbw,https://getquicker.net/User/355986/xxdbw,2.8 KB,2026-06-18 17:24,1,修复错误提示,2026-06-20
文件(夹)收藏,https://getquicker.net/Sharedaction?code=07488f9d-fb02-4000-545f-08decc703cb3,收藏文件(夹)，便于快速打开和定位,Windows 资源管理器,格物致理,https://getquicker.net/User/1054799/%E6%A0%BC%E7%89%A9%E8%87%B4%E7%90%86,129.7 KB,2026-06-19 00:23,6,调整窗口大小,2026-06-20
圆圈序号,https://getquicker.net/Sharedaction?code=4dfeca35-a885-45b6-7727-08decd685f7e,数字转成圆圈序号，只转0到9,通用,shandianchengzi,https://getquicker.net/User/970091/shandianchengzi,2 KB,2026-06-19 11:14,0,,2026-06-20
超分放大,https://getquicker.net/Sharedaction?code=baf7d02e-59ff-4a0c-5454-08decc703cb3,调用 Upscayl AI 引擎对图片进行 4 倍超分辨率放大。,Windows 资源管理器,應急預案,https://getquicker.net/User/889063/%E6%87%89%E6%80%A5%E9%A0%90%E6%A1%88,14.7 KB,2026-06-18 19:35,0,,2026-06-20
首行缩进2字符,https://getquicker.net/Sharedaction?code=2c7dc581-8c92-4cbd-5452-08decc703cb3,在Word或WPS文字中设置选中段落首行缩进2个中文字符,通用,xxdbw,https://getquicker.net/User/355986/xxdbw,2 KB,2026-06-18 18:40,0,,2026-06-20
文字修改工具,https://getquicker.net/Sharedaction?code=579114b4-355f-48f4-5447-08decc703cb3,文字修改插件,Microsoft PowerPoint,龙一哥哥,https://getquicker.net/User/571051/%E9%BE%99%E4%B8%80%E5%93%A5%E5%93%A5,110.9 KB,2026-06-18 16:05,0,,2026-06-20
AI启动器,https://getquicker.net/Sharedaction?code=02f2f985-2f12-4fab-5445-08decc703cb3,ai浏览器窗口的快速打开。,通用,zxzlimitx,https://getquicker.net/User/1003914/zxzlimitx,51.1 KB,2026-06-18 16:04,0,,2026-06-20
倒角工具,https://getquicker.net/Sharedaction?code=c9198ad2-f879-4e90-5444-08decc703cb3,倒角工具,Microsoft PowerPoint,龙一哥哥,https://getquicker.net/User/571051/%E9%BE%99%E4%B8%80%E5%93%A5%E5%93%A5,26.2 KB,2026-06-18 16:04,0,,2026-06-20
