动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
实验花瓣v2,https://getquicker.net/Sharedaction?code=e4dd155a-c6bc-4241-cd50-08dde322b5de,搭配油猴脚本使用的实验花瓣动作。,通用,北京林或西,https://getquicker.net/User/207095/%E5%8C%97%E4%BA%AC%E6%9E%97%E6%88%96%E8%A5%BF,65 KB,2025-08-25 17:22,2,"修复PS没有文档的情况下导入PS失败的问题。目前如果没有文档会自动打开图片。
油猴脚本更新至6.0，没有自动更新的朋友可以去更新一下。ui跟功能有了新的升级。",2025-08-26
清空剪贴板,https://getquicker.net/Sharedaction?code=d66516cc-7b38-447b-d57f-08dde4389c52,用于清空剪贴板内容,通用,知产二大爷,https://getquicker.net/User/565334/%E7%9F%A5%E4%BA%A7%E4%BA%8C%E5%A4%A7%E7%88%B7,986 B,2025-08-26 16:08,0,,2025-08-26
考试宝搜题,https://getquicker.net/Sharedaction?code=53ebac8b-ae4b-4564-cd59-08dde322b5de,用于考试宝搜题,通用,Celala,https://getquicker.net/User/36306/Celala,4.4 KB,2025-08-25 23:10,1,更改为相对定位而非绝对定位,2025-08-26
链接贴图,https://getquicker.net/Sharedaction?code=f3e8a69d-1dd7-4696-d56a-08dde4389c52,悬浮显示鼠标下的图片\n按CTRL关闭所有贴图,Google Chrome,lanyuer,https://getquicker.net/User/20158/lanyuer,18.2 KB,2025-08-26 08:36,0,,2025-08-26
投影,https://getquicker.net/Sharedaction?code=7eaff9b6-221b-405b-cd57-08dde322b5de,调用系统投影，控制多屏幕显示，支持动作参数输入,通用,独木不成林同学,https://getquicker.net/User/281467/%E7%8B%AC%E6%9C%A8%E4%B8%8D%E6%88%90%E6%9E%97%E5%90%8C%E5%AD%A6,11.1 KB,2025-08-25 20:33,0,,2025-08-26
百度翻译,https://getquicker.net/Sharedaction?code=1d28c4d4-6c1c-408c-cd48-08dde322b5de,翻译选中的文字或打开百度翻译（采用CL的百度翻译动作改制）,通用,芬弘瑟の慧怡,https://getquicker.net/User/647731/%E8%8A%AC%E5%BC%98%E7%91%9F%E3%81%AE%E6%85%A7%E6%80%A1,3 KB,2025-08-25 16:03,0,,2025-08-26
图层缩放,https://getquicker.net/Sharedaction?code=598ed061-7d58-4f94-cd46-08dde322b5de,将选中图层按画布宽高缩放或指定选区缩放,Adobe Photoshop,ZTOA10,https://getquicker.net/User/234516/ZTOA10,75.3 KB,2025-08-25 15:50,0,,2025-08-26
高宽互换,https://getquicker.net/Sharedaction?code=fa100769-7264-4a15-cd42-08dde322b5de,快速交换PPT中选中对象的宽度和高度。,Microsoft PowerPoint,Cundi,https://getquicker.net/User/36238/Cundi,2.1 KB,2025-08-25 14:19,1,如果没有选择任何对象时会提示。,2025-08-26
替换文字内容,https://getquicker.net/Sharedaction?code=0a790005-4f60-4fec-cd43-08dde322b5de,PS里替换文字层为剪贴板的内容（ChatGPT制作）,Adobe Photoshop,星河城野❤,https://getquicker.net/User/388875/%E6%98%9F%E6%B2%B3%E5%9F%8E%E9%87%8E%E2%9D%A4,8.8 KB,2025-08-25 14:31,0,,2025-08-26
迅雷批量下载,https://getquicker.net/Sharedaction?code=dad5b56e-d342-4564-a70d-08dde22d8eb3,根据下载链接，自定义生成文件名，添加到迅雷云盘,通用,welcome2025,https://getquicker.net/User/130630/welcome2025,13.7 KB,2025-08-24 22:10,5,5,2025-08-26
