动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
思源文档内提取图片链接到粘贴板,https://getquicker.net/Sharedaction?code=ec22b8f0-e7b8-487b-43c5-08de27ccb257,思源文档内提取图片链接到粘贴板,通用,用户3674374139...,https://getquicker.net/User/307488/%E7%94%A8%E6%88%B7367437413944163,4.8 KB,2025-11-21 01:12,0,,2025-11-21
标题导航,https://getquicker.net/Sharedaction?code=2eb07496-aeb6-4dbe-43c4-08de27ccb257,按标题、表头、列生成目录，链接导航,Microsoft Excel,暮色苍茫,https://getquicker.net/User/474338/%E6%9A%AE%E8%89%B2%E8%8B%8D%E8%8C%AB,10.1 KB,2025-11-20 23:07,0,,2025-11-21
剧作家,https://getquicker.net/Sharedaction?code=8095a7b3-c59b-494d-43c2-08de27ccb257,为每个角色创建专属台词本,通用,Snow-In-Twil...,https://getquicker.net/User/935928/Snow-In-Twilight,60.6 KB,2025-11-20 22:40,0,,2025-11-21
示例：修改操作窗,https://getquicker.net/Sharedaction?code=079d248f-eba5-42a0-43be-08de27ccb257,绘制操作窗的辅助动作，用于动态修改操作窗,Quicker,星染浅夏,https://getquicker.net/User/1295122/%E6%98%9F%E6%9F%93%E6%B5%85%E5%A4%8F,27.3 KB,2025-11-20 21:24,0,,2025-11-21
github到思源,https://getquicker.net/Sharedaction?code=2646613b-97d9-4938-43bd-08de27ccb257,从github的项目界面，获取项目信息，以及star数量，构建markdown格式的网址。,Google Chrome,xrhhh,https://getquicker.net/User/496716/xrhhh,5.5 KB,2025-11-20 20:18,0,,2025-11-21
鱼鱼多线程下载器,https://getquicker.net/Sharedaction?code=9abeb157-3dca-4614-43b0-08de27ccb257,【多线程】【极致ui】【超强兼容】应该是目前动作库内，“QK下载模块”最强的平替下载器。,通用,北京林或西,https://getquicker.net/User/207095/%E5%8C%97%E4%BA%AC%E6%9E%97%E6%88%96%E8%A5%BF,48.2 KB,2025-11-20 14:48,0,,2025-11-21
LOL自动接受-高级版,https://getquicker.net/Sharedaction?code=8effb3b3-2afd-4f70-43a8-08de27ccb257,通过英雄联盟API自动接收LOL对局,League of Legends,【推荐使用】-接动作定制,https://getquicker.net/User/718736/%E3%80%90%E6%8E%A8%E8%8D%90%E4%BD%BF%E7%94%A8%E3%80%91-%E6%8E%A5%E5%8A%A8%E4%BD%9C%E5%AE%9A%E5%88%B6,9.6 KB,2025-11-20 10:24,0,,2025-11-21
加减对符,https://getquicker.net/Sharedaction?code=df280894-1c7a-4a23-43a7-08de27ccb257,选中文字和符号，在弹出的菜单里面选择添加或一键删除常用对符。Gemnini3编写。,Microsoft Word,royxia,https://getquicker.net/User/501580/royxia,5.9 KB,2025-11-20 08:35,0,,2025-11-21
示例：培养钝感力,https://getquicker.net/Sharedaction?code=7efeb145-9ee6-4130-4e91-08de26f33b1e,一时三刻的荣辱，根本无关紧要。,通用,效率591,https://getquicker.net/User/36130/%E6%95%88%E7%8E%87591,27.3 KB,2025-11-19 18:45,1,.,2025-11-21
隐私屏,https://getquicker.net/Sharedaction?code=7bd11b2f-23fd-4ec2-69c4-08d992b19cae,仅关闭屏幕，不睡眠,通用,Poto,https://getquicker.net/User/137838/Poto,69.6 KB,2021-10-19 13:20,12,优化,2025-11-21
PotoZIP,https://getquicker.net/Sharedaction?code=03174a9f-cc84-49ad-7aef-08de25df0fc3,高智能解压缩,通用,Poto,https://getquicker.net/User/137838/Poto,145.3 KB,2025-11-18 14:09,20,新增 无感模式下按住 Ctrl 点击 PotoZIP 临时弹窗,2025-11-21
屏幕测量,https://getquicker.net/Sharedaction?code=a554efe3-2f07-4e47-25d0-08dc98da1b3c,根据基准尺寸，测量屏幕图形尺寸,通用,pinbo,https://getquicker.net/User/549488/pinbo,35.3 KB,2024-07-01 00:31,3,新增同步测量“连线距离”、“水平距离”、“垂向距离”功能,2025-11-21
跳转,https://getquicker.net/Sharedaction?code=dcfd6bae-743a-4231-eb20-08ddcb62c590,保存、另存为快速跳转工具，支持资源管理器和Directory Opus,通用,轻叹流年去,https://getquicker.net/User/686001/%E8%BD%BB%E5%8F%B9%E6%B5%81%E5%B9%B4%E5%8E%BB,161 KB,2025-07-26 16:24,29,= 尝试修复,2025-11-21
绘制操作窗,https://getquicker.net/Sharedaction?code=72dcd9b1-3c8b-4219-7af7-08de25df0fc3,无需编排操作项和菜单的格式，快速绘制操作窗,Quicker,星染浅夏,https://getquicker.net/User/1295122/%E6%98%9F%E6%9F%93%E6%B5%85%E5%A4%8F,471.7 KB,2025-11-18 15:17,2,"优化显示速度
新增子程序操作窗信息修改",2025-11-21
智能菜单,https://getquicker.net/Sharedaction?code=3570304f-80f0-42ee-321c-08daf053a987,最好用的快捷菜单💗根据不同场景弹出不同的菜单，高度自定义！现已支持指定程序、网址、选中文本、选中文件场景，右键有完善的配置菜单流程。,通用,韩道友,https://getquicker.net/User/684393/%E9%9F%A9%E9%81%93%E5%8F%8B,302.1 KB,2023-01-07 19:44,32,+显示菜单类型，右键参数设置开启占用焦点功能，开启后支持使用方向键来选择菜单。,2025-11-21
目录操作,https://getquicker.net/Sharedaction?code=be036cdc-9aa6-4650-1532-08d9678c9b7c,提取文件或文件夹路径与名称,通用,KBC,https://getquicker.net/User/5221/KBC,39.8 KB,2021-08-25 16:23,2,文件或文件夹获取路径及文件名等相关操作,2025-11-21
超高效剪贴系统,https://getquicker.net/Sharedaction?code=00a8e3fe-69ba-41af-8dba-08dddd68dcad,启动复制/剪切/粘贴/撤回/删除，点击粘贴，滑动复制，再停顿历史粘贴,通用,星染浅夏,https://getquicker.net/User/1295122/%E6%98%9F%E6%9F%93%E6%B5%85%E5%A4%8F,519.2 KB,2025-08-18 21:14,13,一些小优化,2025-11-21
有道OCR保位置,https://getquicker.net/Sharedaction?code=90fe1279-4ebf-4c3a-0569-08dc0558572f,"OCR文本识别, 保持原本文字位置及原图对比, 可跨行复制内容",乐昂岚,乐昂岚,https://getquicker.net/User/81137/%E4%B9%90%E6%98%82%E5%B2%9A,15.7 KB,2023-12-26 11:22,2,重构,2025-11-21
文本处理,https://getquicker.net/Sharedaction?code=d42764bc-4ec3-441d-be77-08dbdcf87739,整合多个文本相关动作。,Adobe Photoshop,Anlv,https://getquicker.net/User/392637/Anlv,296.1 KB,2023-11-05 00:05,20,"v20 2025-11-20
~. 修复批量编辑文本的换行问题。",2025-11-21
下载图片,https://getquicker.net/Sharedaction?code=cabf0ece-1ba7-460c-11a7-08db8c4f03af,目前最好的网页图片下载工具！支持任意图片，只需鼠标点击图片即可下载至本地，支持单选、多选两种模式！,Google Chrome,韩道友,https://getquicker.net/User/684393/%E9%9F%A9%E9%81%93%E5%8F%8B,172.9 KB,2023-07-24 22:47,30,~优化图片浏览器显示逻辑，再次运行时先关闭之前的,2025-11-21
清除Markdown语法符号,https://getquicker.net/Sharedaction?code=a6a6d3ca-d243-40a5-3b27-08dd6749f5a1,从DeepSeek等Ai工具中复制到Wrod或WPS后，用VBA删除文本中自带的*、#、-符号和多余的空格、空段，只保留数字、文字等内容。如果需要保留相关符号，请慎用。,Microsoft Word,xxdbw,https://getquicker.net/User/355986/xxdbw,5 KB,2025-03-20 11:20,3,完善清除规则。,2025-11-21
