动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
单行文本,https://getquicker.net/Sharedaction?code=ba2c0e8c-f9d9-4fad-5865-08dd249242cf,文本框单行显示/取消换行,Microsoft PowerPoint,y5202,https://getquicker.net/User/684304/y5202,944 B,2024-12-25 23:32,0,,2024-12-26
常用语,https://getquicker.net/Sharedaction?code=7f95cd24-fc50-4180-266c-08dbcf12c669,快捷短语/对话模板/电话/地址/文本/密码/素材/代码/实时搜索/连续发送/标签/文件,通用,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,236.4 KB,2023-10-18 22:55,97,"连续发送自动关闭搜索框
特殊符号""&""= 888BLF888 (显示样式 复制结果会返回&)",2024-12-26
屏幕键盘,https://getquicker.net/Sharedaction?code=561f7500-e211-40f9-3dc8-08dc93290ea3,Winform屏幕键盘,通用,FaniX,https://getquicker.net/User/52603/FaniX,55.4 KB,2024-06-24 11:32,3,增加按键音效,2024-12-26
选择时间,https://getquicker.net/Sharedaction?code=e8d61108-848c-450b-becc-08dad4c69d2d,选择时间插入,通用,Maven,https://getquicker.net/User/396861/Maven,3.8 KB,2022-12-03 22:29,2,第一次提交,2024-12-26
Kimi,https://getquicker.net/Sharedaction?code=a0c096c6-4bda-4cdb-b5f5-08dd165d6719,通过 API 调用 Kimi，支持连续对话，内置了一些经过精心挑选和设计的角色提示词，欢迎大家体验~,通用,『扪』,https://getquicker.net/User/432041/%E3%80%8E%E6%89%AA%E3%80%8F,179.8 KB,2024-12-07 11:10,8,"  [~] 修复【停止动作】会导致其他含有""Kimi""标题的进程关闭的Bug ",2024-12-26
零边距,https://getquicker.net/Sharedaction?code=835f487d-3962-4789-1de8-08dc7c5ed873,设置文本框和形状的内边距为0并自动缩小尺寸,Microsoft PowerPoint,落日星一,https://getquicker.net/User/624819/%E8%90%BD%E6%97%A5%E6%98%9F%E4%B8%80,6.5 KB,2024-05-25 17:48,1,"1. 设置内边距为0后自动调整文本框和形状尺寸
2. 单行文本“不自动换行”，多行文本“自动换行”
3. 调整尺寸后保持选择状态",2024-12-26
变量转换,https://getquicker.net/Sharedaction?code=23966279-1e9d-439b-9221-08d8cb3a170e,代码变量转换工具,通用,小飞哥~,https://getquicker.net/User/63022/%E5%B0%8F%E9%A3%9E%E5%93%A5~,5.3 KB,2021-02-08 09:46,6,修改bug,2024-12-26
青梨查询DOI,https://getquicker.net/Sharedaction?code=54540f35-6839-49f4-43e7-08dcd318a5f5,选中或者复制DOI或者标题即可发送到青梨,Google Chrome,zzlb0224,https://getquicker.net/User/1123234/zzlb0224,22.1 KB,2024-09-13 12:38,22,修改延时,2024-12-26
鼠标穿透,https://getquicker.net/Sharedaction?code=639e32fa-24bf-465a-5853-08dd249242cf,开启/关闭鼠标穿透,PureRef,苏绒喵,https://getquicker.net/User/150998/%E8%8B%8F%E7%BB%92%E5%96%B5,14 B,2024-12-25 15:07,0,,2024-12-26
新建窗口,https://getquicker.net/Sharedaction?code=234de5de-050f-4795-5852-08dd249242cf,新建窗口,PureRef,苏绒喵,https://getquicker.net/User/150998/%E8%8B%8F%E7%BB%92%E5%96%B5,27 B,2024-12-25 15:07,0,,2024-12-26
恢复原图,https://getquicker.net/Sharedaction?code=f3ec6ee2-24b4-4426-5851-08dd249242cf,恢复图片裁切及原始大小,PureRef,苏绒喵,https://getquicker.net/User/150998/%E8%8B%8F%E7%BB%92%E5%96%B5,43 B,2024-12-25 15:05,0,,2024-12-26
导出选中（整）,https://getquicker.net/Sharedaction?code=2beac0d5-fad8-4325-5850-08dd249242cf,将选中图片导出一整张图,PureRef,苏绒喵,https://getquicker.net/User/150998/%E8%8B%8F%E7%BB%92%E5%96%B5,21 B,2024-12-25 15:01,0,,2024-12-26
画布适应,https://getquicker.net/Sharedaction?code=2cbb80ca-9d2e-4e83-584e-08dd249242cf,画布大小适应图片边缘,PureRef,苏绒喵,https://getquicker.net/User/150998/%E8%8B%8F%E7%BB%92%E5%96%B5,14 B,2024-12-25 14:57,0,,2024-12-26
设置息屏时间,https://getquicker.net/Sharedaction?code=1e2bc9e8-b598-4587-584c-08dd249242cf,根据@电源时间调节动作修改，主要是设置了选项，一键设置1分钟或15分钟。,通用,需时,https://getquicker.net/User/245010/%E9%9C%80%E6%97%B6,7.1 KB,2024-12-25 14:30,1,原本删除了徽标，发现不能准确的知道当前息屏时间，又加上了。现在动作运行以后，右上角会有文字提示：息屏时间1分钟,2024-12-26
当前进程关闭,https://getquicker.net/Sharedaction?code=c2968bf2-52a6-44fe-d615-08dc842a79c6,结束当前进程,通用,轻叹流年去,https://getquicker.net/User/686001/%E8%BD%BB%E5%8F%B9%E6%B5%81%E5%B9%B4%E5%8E%BB,17.4 KB,2024-06-04 19:55,12,+ 增加资源管理器窗口的单独判断，可以仅关闭资源管理器窗口了,2024-12-26
极简待办,https://getquicker.net/Sharedaction?code=ddeb8109-f17b-43e1-8912-08dc5a32504a,一个极简的待办清单，极简版GTD。现在新增【微信模式】。,通用,Mrshuang,https://getquicker.net/User/238117/Mrshuang,458.2 KB,2024-04-12 23:22,37,【新增】“帮助与其他”中“异常修复”菜单，修复因特殊符号引发的bug。,2024-12-26
全屏模式,https://getquicker.net/Sharedaction?code=90df76cc-5039-42dc-5839-08dd249242cf,一键全屏模式，一键始终显示功能区，在word中快速切换工作模式。,Microsoft Word,十二猫主,https://getquicker.net/User/774543/%E5%8D%81%E4%BA%8C%E7%8C%AB%E4%B8%BB,4.4 KB,2024-12-25 12:25,0,,2024-12-26
巴德一天都干了啥,https://getquicker.net/Sharedaction?code=0c3aac35-a2ca-49c0-c17d-08dc3cd0cba5,每天记录工作日志都让我烦的透透的，因此写个动作每隔一段指定的时间就询问我都做了什么，并将其记录在文件中，当需要写周报、月报、年报时进行工作总结时进行参考。,通用,Bader,https://getquicker.net/User/135289/Bader,77.8 KB,2024-03-06 14:23,14,1. 优化自动模式的sleep时机,2024-12-26
知乎回答总结,https://getquicker.net/Sharedaction?code=3ce6f9b8-d0ff-4e9c-7ed3-08dd23adddae,知乎回答内容太多，通过利用文心一言进行总结。,Microsoft Edge,虚心肖白,https://getquicker.net/User/932139/%E8%99%9A%E5%BF%83%E8%82%96%E7%99%BD,2.4 KB,2024-12-25 11:00,0,,2024-12-26
巴德场景,https://getquicker.net/Sharedaction?code=080f60d9-2bc5-4d02-29cb-08dccbee7fd4,不同场景加载不同的操作,通用,Bader,https://getquicker.net/User/135289/Bader,87 KB,2024-09-03 22:56,9,1. 增加徽标提示,2024-12-26
图片转存文件,https://getquicker.net/Sharedaction?code=d394ff30-e261-4f45-7ed1-08dd23adddae,将剪贴板图片转文件粘贴,通用,sharklaka,https://getquicker.net/User/826879/sharklaka,4.9 KB,2024-12-25 10:38,0,,2024-12-26
格式化Header,https://getquicker.net/Sharedaction?code=fac06ae4-7306-4d8f-7ecc-08dd23adddae,python爬虫 Header头自动格式化加引号,通用,旮旯旯,https://getquicker.net/User/362009/%E6%97%AE%E6%97%AF%E6%97%AF,2.8 KB,2024-12-25 10:06,0,,2024-12-26
剪贴板查看器,https://getquicker.net/Sharedaction?code=22ef261a-8234-4783-7eca-08dd23adddae,自动下载并运行FreeClipViewer,通用,sharklaka,https://getquicker.net/User/826879/sharklaka,4 KB,2024-12-25 09:54,1,1,2024-12-26
小牛马,https://getquicker.net/Sharedaction?code=6e3ecd5a-7032-4bfb-7eb8-08dd23adddae,目前只支持录制快捷键与鼠标输入（不支持滚轮上下移动），类似“宏”,通用,炸鸡爱上冰可乐,https://getquicker.net/User/66588/%E7%82%B8%E9%B8%A1%E7%88%B1%E4%B8%8A%E5%86%B0%E5%8F%AF%E4%B9%90,181.6 KB,2024-12-24 20:47,1,fyugyu,2024-12-26
本地资料库,https://getquicker.net/Sharedaction?code=9aa04817-1afd-499e-7ec9-08dd23adddae,设置本地文件夹后，可提供操作窗或菜单方式来浏览并打开文件。,通用,Ptrrr,https://getquicker.net/User/346284/Ptrrr,19.4 KB,2024-12-25 09:01,0,,2024-12-26
自动锁定微信,https://getquicker.net/Sharedaction?code=7b04e4f7-598c-44ff-95f4-08dcd5f4c73d,自动锁定微信，支持快捷键、锁屏事件等,WeChat,sharklaka,https://getquicker.net/User/826879/sharklaka,137.4 KB,2024-09-16 23:45,4,修复报错,2024-12-26
