动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
幸运大转盘,https://getquicker.net/Sharedaction?code=a11a7ca7-8f6f-4c10-b05b-08dd56e751a4,🎯 精准概率 × 🌈 多彩记录 × 🚀 丝滑动画 —— 快来开启你的专属抽奖系统吧！🎁,通用,『扪』,https://getquicker.net/User/432041/%E3%80%8E%E6%89%AA%E3%80%8F,614.8 KB,2025-02-28 01:54,4,  【修复】修复数据转换的错误,2025-03-02
BookxNote 🔗 思源,https://getquicker.net/Sharedaction?code=bd109126-eff3-4bac-d369-08da2f486788,建立 BookxNote Pro 与 思源笔记 的双向链接,BookxNote Pro,shuoying,https://getquicker.net/User/309166/shuoying,52.8 KB,2022-05-06 21:20,9,修复无法激活 BookxNote Pro 窗口的问题,2025-03-02
图片拖拽,https://getquicker.net/Sharedaction?code=bc562dd2-d078-4830-08fc-08dcd7d7f40a,拖拽浏览器的图片进行复制、贴图、快速保存等操作,Microsoft Edge,Joker_D,https://getquicker.net/User/891699/Joker_D,205.1 KB,2024-09-19 16:00,2,取消提示声音,2025-03-02
快捷加词-魔改,https://getquicker.net/Sharedaction?code=f5de902f-cca2-4f85-4cce-08dd57d8ea21,选中一段中文，运行,通用,dsqm,https://getquicker.net/User/926545/dsqm,382.9 KB,2025-03-01 17:16,1,修复保存目录,2025-03-02
QuickerGPT,https://getquicker.net/Sharedaction?code=025f5b44-8ddb-4823-450b-08dd183b8d4e,一个轻量化的基于Quicker的GPT. 可以像Sider一样划词提问，简单易用。,通用,duzh,https://getquicker.net/User/104936/duzh,254.2 KB,2024-12-09 19:32,25,修复历史对话中包含图片时，文本模型报错,2025-03-02
自动贴边,https://getquicker.net/Sharedaction?code=d837e4f6-c8d6-4117-9f31-08dd540be49f,将拖放到屏幕边缘的窗口贴边,通用,FaniX,https://getquicker.net/User/52603/FaniX,38.1 KB,2025-02-23 22:01,1,+避免中止一个动作实例时影响其他实例,2025-03-02
移动窗口透明,https://getquicker.net/Sharedaction?code=a943acc4-7e56-49ea-4ebd-08dcd00012c5,将鼠标正在拖动的窗口设为半透明/置顶，类似AquaSnap的AquaGlass,通用,FaniX,https://getquicker.net/User/52603/FaniX,23.8 KB,2024-09-09 14:18,2,+避免中止一个动作实例时影响其他实例,2025-03-02
PSCcolor,https://getquicker.net/Sharedaction?code=2c49c4e7-e432-4e20-0b6b-08dcc40d7cd7,设计师辅助神器，智能识别颜色，自动分析图片配色方案。,通用,北京林或西,https://getquicker.net/User/207095/%E5%8C%97%E4%BA%AC%E6%9E%97%E6%88%96%E8%A5%BF,128.6 KB,2024-08-25 00:20,5,优化了填充颜色的速度。,2025-03-02
Niaa,https://getquicker.net/Sharedaction?code=a325c0ed-4bc1-44df-3a18-08d92e62ae35,Quicker2.0之Windows超级开始菜单。,通用,简单591,https://getquicker.net/User/36130/%E7%AE%80%E5%8D%95591,981.2 KB,2021-06-14 21:07,396,.,2025-03-02
能搜,https://getquicker.net/Sharedaction?code=574d2971-5673-4abe-b66e-08dc8c86488e,试着搜索,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,133.9 KB,2024-06-15 00:36,64,简化,2025-03-02
计算器,https://getquicker.net/Sharedaction?code=1ae2f763-3fa6-447f-91d7-08dc79843f34,"实时计算,自动备份,高效便捷",通用,astroStar,https://getquicker.net/User/178545/astroStar,577.4 KB,2024-05-22 14:21,281,"1、优化动画提示效果
2、单位计算器新增复制按钮，无需手动复制，更快捷。",2025-03-02
窗口收纳盒,https://getquicker.net/Sharedaction?code=8a5e0584-f8cb-4ec3-2ed8-08dd531cfa63,通过拖放临时隐藏窗口,通用,FaniX,https://getquicker.net/User/52603/FaniX,45.4 KB,2025-02-22 19:06,4,"+支持恢复窗口后不移除面板条目
+支持面板条目分组",2025-03-02
