动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
Ob快捷指令,https://getquicker.net/Sharedaction?code=aa38fc0d-9204-49f9-f18b-08db0605c661,自定义Obsidian命令的别名，快捷调用，随呼随走。,Obsidian,hustrjh,https://getquicker.net/User/449681/hustrjh,136.9 KB,2023-02-04 23:22,3,"【优化】
1、当动作找不到或未设置Ob库路径时，将引导重新指定当前Ob库路径，简化指定Ob库的方式；CK指令可以更改当前Ob库路径。
【修复】
1、修复特定条件下右键菜单查看Ob命令时会报错的问题。",2024-10-31
POT划词翻译,https://getquicker.net/Sharedaction?code=3fffafc4-5347-4600-85e4-08dcf8c7ad5e,选中文本后触发pot-translator的划词翻译,通用,Emptylight,https://getquicker.net/User/1161607/Emptylight,8.4 KB,2024-10-30 18:55,1,去掉用不上的变量,2024-10-31
复制文件名,https://getquicker.net/Sharedaction?code=8af58cb6-0334-4e8a-7203-08dcdb2f793c,常用的5种复制,Windows 资源管理器,Taitun,https://getquicker.net/User/854987/Taitun,28.9 KB,2024-09-23 14:42,1,增加判断，文件夹名带.，也可以复制。,2024-10-31
上下文菜单,https://getquicker.net/Sharedaction?code=b9de3b7b-d516-43c0-9a1a-08dc72f0e55e,有选中文本调出quicker的文本内容上下文菜单，否则弹出剪贴板上下文菜单,通用,原++,https://getquicker.net/User/189784/%E5%8E%9F__,6.9 KB,2024-05-13 14:50,2,增加对图片的判断,2024-10-31
PixPin截图,https://getquicker.net/Sharedaction?code=7e5703ef-2698-40cb-991b-08dc7a77392c,通过命令行执行PixPin截图操作，内置多种截图模式,pixpin.exe,Voltaう,https://getquicker.net/User/548126/Volta%E3%81%86,36.4 KB,2024-05-23 20:39,10,【优化】长截图和GIF截图，选择区域时不再闪烁一下。,2024-10-31
背景色,https://getquicker.net/Sharedaction?code=3cf3eefe-65a1-4dda-6abb-08dc804f50a0,画板添加背景颜色,Adobe Illustrator,Harryli,https://getquicker.net/User/1070292/Harryli,3 KB,2024-05-30 14:21,3,更新待脚本结束后最大化窗口。,2024-10-31
b站封面提取,https://getquicker.net/Sharedaction?code=d9af714b-d882-4c8b-58be-08d7eb00edca,通过av号、BV号或cv号提取b站封面,通用,尔茄无双,https://getquicker.net/User/160870/%E5%B0%94%E8%8C%84%E6%97%A0%E5%8F%8C,9.4 KB,2020-04-28 11:50,6,"1. 默认显示在屏幕中间
2. 默认缩放改为了0.5",2024-10-31
专利信息下载,https://getquicker.net/Sharedaction?code=81593229-0b19-4044-501f-08dcf7c36419,快速抓取并下载多国官网的专利查询结果的全部信息。,通用,知产二大爷,https://getquicker.net/User/565334/%E7%9F%A5%E4%BA%A7%E4%BA%8C%E5%A4%A7%E7%88%B7,18.8 KB,2024-10-30 14:01,0,,2024-10-31
一键谷歌PDF,https://getquicker.net/Sharedaction?code=c59debb5-c997-4d17-5017-08dcf7c36419,截图完成后识别文字并开始一键抵达谷歌搜索PDF文档,通用,royxia,https://getquicker.net/User/501580/royxia,5 KB,2024-10-30 12:55,0,,2024-10-31
图片处理,https://getquicker.net/Sharedaction?code=8ddf9a84-2404-4bdb-ebcb-08dc84f6bb0e,[60种功能处理]GIF/长截图/录屏/图片处理/滤镜/魔术擦/抠图/画笔/翻译/批量识别,通用,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,381.1 KB,2024-06-06 00:01,62,获取或选中优化,2024-10-31
备忘录,https://getquicker.net/Sharedaction?code=6d1fd2e0-b556-414a-8708-08dceb3bdfc8,目录分组、高亮、历史记录、自动同步、轻量高速，简约而不简单,通用,sharklaka,https://getquicker.net/User/826879/sharklaka,334.1 KB,2024-10-14 11:18,1,增加定时保存功能（在设置中开启，默认禁用）,2024-10-31
本地表情包,https://getquicker.net/Sharedaction?code=06b5aaa7-78ed-40b7-e26a-08dcb832f8f0,主要用于聊天快速使用本地表情包图片粘贴到窗口,通用,乐昂岚【接定制】,https://getquicker.net/User/81137/%E4%B9%90%E6%98%82%E5%B2%9A%E3%80%90%E6%8E%A5%E5%AE%9A%E5%88%B6%E3%80%91,66.3 KB,2024-08-10 10:08,21,修复静态图不丢失焦点主动关闭的问题,2024-10-31
WPS插入行,https://getquicker.net/Sharedaction?code=1984d26d-3375-47a1-ef80-08dcf6a4acc1,选择1个或多个单元格，即可插入1行或多行,WPS Office,"让,","https://getquicker.net/User/542696/%E8%AE%A9,",2 KB,2024-10-28 14:09,1,修改bug。,2024-10-31
WPS删除行,https://getquicker.net/Sharedaction?code=859eb6f8-e4d0-4f10-5004-08dcf7c36419,选择同列1个或多个单元格，即可删除1行或多行,WPS Office,"让,","https://getquicker.net/User/542696/%E8%AE%A9,",1.5 KB,2024-10-30 10:12,0,,2024-10-31
实时正则测试,https://getquicker.net/Sharedaction?code=9016fcd3-cb98-4aba-5003-08dcf7c36419,正则表达式实时匹配测试,通用,Ansuz,https://getquicker.net/User/225839/Ansuz,11.1 KB,2024-10-30 10:10,0,,2024-10-31
这动作安装过没,https://getquicker.net/Sharedaction?code=83779484-e44d-49eb-4a20-08d9c10181e6,不知道某个分享动作是否已安装？这个动作能帮到你。在动作主页运行动作。,Quicker,EC10010,https://getquicker.net/User/2997/EC10010,346.1 KB,2021-12-17 19:02,80,适配最新动作网页。,2024-10-31
粉笔错题\n制Anki卡,https://getquicker.net/Sharedaction?code=de20f7eb-516d-4d4f-60bb-08db8d6f0068,全自动,Anki,乐昂岚【接定制】,https://getquicker.net/User/81137/%E4%B9%90%E6%98%82%E5%B2%9A%E3%80%90%E6%8E%A5%E5%AE%9A%E5%88%B6%E3%80%91,101.6 KB,2023-07-26 23:28,23,修复统计获取不到的问题,2024-10-31
PotPlayer 的 md 链接,https://getquicker.net/Sharedaction?code=e3058555-a8ad-4836-d6f4-08dbf7217f2d,自动生成用于“在 PotPlayer 中，以指定时间戳打开视频”的 Markdown 链接。,PotPlayer,ImmortalSty,https://getquicker.net/User/514368/ImmortalSty,27 KB,2023-12-08 15:32,12,[=] 修改提示与帮助信息，防止新人误会，设错快捷键。,2024-10-31
PotPlayer 的 ob 链接,https://getquicker.net/Sharedaction?code=2944f6ed-a7bf-4ea4-9614-08dbfd0d4b63,自动生成用于“在 PotPlayer 中，以指定时间戳打开视频”的 Obsidian 专用 Markdown 链接。,PotPlayer,ImmortalSty,https://getquicker.net/User/514368/ImmortalSty,22.2 KB,2023-12-15 12:51,5,[=] 修改提示与帮助信息，防止新人误会，设错快捷键。,2024-10-31
视频小工具,https://getquicker.net/Sharedaction?code=c571c9f3-989a-4aa8-adb6-08da6e569e28,批量去片头片尾，裁剪视频，视频转码，音频提取，合并视频等；自动配置FFmpeg,通用,ZTOA10,https://getquicker.net/User/234516/ZTOA10,271.8 KB,2022-07-26 10:47,25,"+支持文件夹操作
+合并视频+音频
+合并视频+字幕
~修复不同音视频流合并",2024-10-31
复制排列(脚本),https://getquicker.net/Sharedaction?code=11d872ee-c151-4412-11a9-08dc5ee89ca7,适用于ai中链接PDF拼版,Adobe Illustrator,Q-Qker,https://getquicker.net/User/684200/Q-Qker,2.3 KB,2024-04-18 09:18,3,更换图标，更换名称,2024-10-31
复制文件名,https://getquicker.net/Sharedaction?code=40c4f4a6-ab0a-4602-13f8-08dcb55b45cc,复制文件(夹)的名称/路径、复制文件夹内子文件(夹)的路径,通用,九牧,https://getquicker.net/User/33598/%E4%B9%9D%E7%89%A7,28.6 KB,2024-08-06 20:19,4,"1.选择项目时按下Ctrl键，可触发合并功能
2.选择项目时按下Shiftl键，可触发临时替换功能",2024-10-31
