动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
常用语,https://getquicker.net/Sharedaction?code=7f95cd24-fc50-4180-266c-08dbcf12c669,快捷短语/对话模板/电话集/地址/文本素材/代码/实时搜索/连续发送/标签管理,通用,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,124.4 KB,2023-10-18 22:55,21,__,2024-05-17
自动水印批处理,https://getquicker.net/Sharedaction?code=8a27c57d-3850-4b36-c329-08dc74bc40ca,自动水印/盖章/图片批处理/Photoshop批处理JavaScript脚本,Adobe Photoshop,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,31.4 KB,2024-05-16 20:53,3,-,2024-05-17
图片翻译保格式,https://getquicker.net/Sharedaction?code=99b614ab-d8dd-407e-c3cb-08daf510bd0c,"翻译图片并且保留原图格式, 支持自定义显示图片+文本, 仅支持中英互译",通用,乐昂岚,https://getquicker.net/User/81137/%E4%B9%90%E6%98%82%E5%B2%9A,44.4 KB,2023-01-14 10:03,19,新增文件选中判断,2024-05-17
Doc2X识别（改）,https://getquicker.net/Sharedaction?code=d247a0e5-3b96-45c4-0077-08dc658bec70,公式识别，按住ctrl纯公式识别,通用,橙红色太阳,https://getquicker.net/User/507427/%E6%A9%99%E7%BA%A2%E8%89%B2%E5%A4%AA%E9%98%B3,95.7 KB,2024-04-26 18:29,13,优化了PDF识别的文件命名和提示,2024-05-17
本地IP,https://getquicker.net/Sharedaction?code=962723d6-d9b2-4a5e-c8ee-08d905a685e0,直接获取本地IP，写入剪贴板使用,通用,KBC,https://getquicker.net/User/5221/KBC,72 KB,2021-04-23 09:55,11,优化：缓存到本地的ip文件，默认2天更新一次。,2024-05-17
加个空格（含希腊字母）,https://getquicker.net/Sharedaction?code=14d664be-81b1-4055-c325-08dc74bc40ca,自动将选中的文本中所有的中文和英文数字之间插入空格,通用,shandianchengzi,https://getquicker.net/User/970091/shandianchengzi,3.4 KB,2024-05-16 20:00,0,,2024-05-17
示例：Acrobat工具栏,https://getquicker.net/Sharedaction?code=5d07e359-62b5-4d60-c31f-08dc74bc40ca,VBS脚本,Adobe Acrobat DC ,瞑空凌,https://getquicker.net/User/769338/%E7%9E%91%E7%A9%BA%E5%87%8C,17 KB,2024-05-16 18:17,0,,2024-05-17
视频下载,https://getquicker.net/Sharedaction?code=b8b9d745-a528-4984-057a-08dc0558572f,输入链接自动解析下载(当前支持B站、抖音),通用,乐昂岚,https://getquicker.net/User/81137/%E4%B9%90%E6%98%82%E5%B2%9A,41.6 KB,2023-12-26 17:31,3,"修复抖音解析失败问题, 临时性解决方案",2024-05-17
批量转希腊字母,https://getquicker.net/Sharedaction?code=781b168e-5c45-45a5-c310-08dc74bc40ca,将字母批量转换为希腊字母,通用,shandianchengzi,https://getquicker.net/User/970091/shandianchengzi,4.9 KB,2024-05-16 17:18,0,,2024-05-17
专利检索,https://getquicker.net/Sharedaction?code=088cad11-9674-49d2-c30e-08dc74bc40ca,选中申请号或公开号 运行动作  进行专利检索,通用,清澈如许,https://getquicker.net/User/891193/%E6%B8%85%E6%BE%88%E5%A6%82%E8%AE%B8,1.6 KB,2024-05-16 17:17,0,,2024-05-17
