动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
农场偷菜,https://getquicker.net/Sharedaction?code=eaf70c8a-62a9-45bb-6ce5-08dec20f58a7,QQ经典农场电脑端循环偷菜,腾讯QQ,艾米屎蛋,https://getquicker.net/User/430864/%E8%89%BE%E7%B1%B3%E5%B1%8E%E8%9B%8B,34 KB,2026-06-04 16:43,2,-先刷新再偷,2026-06-04
资源管理器\n多标签大师,https://getquicker.net/Sharedaction?code=4bef67a2-da15-4cf6-fb08-08dec119adfa,对资源管理器和文件夹进行单窗口多标签显示，支持拖曳。,通用,老当益壮,https://getquicker.net/User/1291368/%E8%80%81%E5%BD%93%E7%9B%8A%E5%A3%AE,64.5 KB,2026-06-04 11:15,1,"1.插入点样式更改为多次虚线
2.新增标签之间拖曳以及窗口文件夹拖曳到标签处。",2026-06-04
3D互动魔方,https://getquicker.net/Sharedaction?code=ff2f41a2-3932-4e0a-fb0b-08dec119adfa,随手把玩的3D全景魔方！支持鼠标丝滑交互、一键打乱与智能分步还原教学。,通用,M-cc,https://getquicker.net/User/521120/M-cc,29.9 KB,2026-06-04 12:24,0,,2026-06-04
动作页跳转,https://getquicker.net/Sharedaction?code=84a1be94-0321-45a2-fafd-08dec119adfa,精准跳转动作页,通用,enough!,https://getquicker.net/User/897144/enough!,11.2 KB,2026-06-04 00:13,0,,2026-06-04
json美化查看,https://getquicker.net/Sharedaction?code=b4ae89eb-96bf-459d-fafb-08dec119adfa,"选中json串进行格式化美化输出到文本窗口,方便查看结构组成",通用,ding咕咕嘎嘎,https://getquicker.net/User/1401116/ding%E5%92%95%E5%92%95%E5%98%8E%E5%98%8E,6.5 KB,2026-06-03 22:51,0,,2026-06-04
音乐播放器,https://getquicker.net/Sharedaction?code=acd6d337-ce9d-4dda-faee-08dec119adfa,专为纯本地、无干扰听歌环境打造的离线播放终端。,通用,ZTOA10,https://getquicker.net/User/234516/ZTOA10,145.1 KB,2026-06-03 15:47,2,~ 优化播放组件图标,2026-06-04
常用,https://getquicker.net/Sharedaction?code=784c44e1-c798-43d9-faf8-08dec119adfa,剪贴板收藏，文本、图片、文件,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,1.4 KB,2026-06-03 20:43,0,,2026-06-04
codex下载安装,https://getquicker.net/Sharedaction?code=68ce01a5-6167-4c27-fae7-08dec119adfa,Codex下载，绕过需要微软商店的限制,通用,笔战人生,https://getquicker.net/User/1090721/%E7%AC%94%E6%88%98%E4%BA%BA%E7%94%9F,31.1 KB,2026-06-03 14:20,0,,2026-06-04
PDF发票转图,https://getquicker.net/Sharedaction?code=7efd95b9-23b4-4f2f-bcea-08dec02c2aa9,针对发票类特殊字体的PDF转图工具，解决转图后缺少内容的问题。,通用,M-cc,https://getquicker.net/User/521120/M-cc,199.6 KB,2026-06-03 09:24,0,,2026-06-04
采色器,https://getquicker.net/Sharedaction?code=8224ade8-c318-4533-bce5-08dec02c2aa9,快速采色，获取颜色值,通用,ding咕咕嘎嘎,https://getquicker.net/User/1401116/ding%E5%92%95%E5%92%95%E5%98%8E%E5%98%8E,8.5 KB,2026-06-03 01:30,0,,2026-06-04
