动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
计数器,https://getquicker.net/Sharedaction?code=be1c41da-278b-487e-7e31-08da43e01676,简易的计数器·，建议悬浮使用。,通用,sd309991,https://getquicker.net/User/341619/sd309991,65.4 KB,2022-06-02 22:25,11,修复Quicker更新后底色变成默认透明的bug,2025-02-04
ChatAI,https://getquicker.net/Sharedaction?code=1cd157f5-026d-4079-f125-08dd4113b69a,图文提问，划词即答，ChatAI 让知识触手可及，效率大幅提升！,通用,『扪』,https://getquicker.net/User/432041/%E3%80%8E%E6%89%AA%E3%80%8F,477.6 KB,2025-01-31 21:22,4,"  【新增】新增是否自动置顶 用户输入框 的功能选项
  【优化】优化一键生成动作参数的表单",2025-02-04
问AI,https://getquicker.net/Sharedaction?code=f1743555-674d-4729-2552-08dd3978d697,随时随地问AI，支持多轮对话，多模型,通用,wilsons,https://getquicker.net/User/389684/wilsons,137.6 KB,2025-01-21 14:08,8,"修复markdown预览时，出现\\,\n等字符时显示错误的bug",2025-02-04
一键分辨率+缩放,https://getquicker.net/Sharedaction?code=8716179d-e4d2-420f-3bc0-08dd31ec37cf,"利用qres切换指定分辨率,用setdpi设置缩放，不用下载软件了，自带有，只要在右键的设置里设置好分辨率就可以了",通用,lisontowind,https://getquicker.net/User/16764/lisontowind,48.9 KB,2025-01-12 02:03,1,合并命令,2025-02-04
高亮显示,https://getquicker.net/Sharedaction?code=cf9f02b7-7931-4924-643f-08dd43fcc6c2,高亮显示本文档中的所有的x，x为当前选中内容。,Microsoft Word,404ER,https://getquicker.net/User/916847/404ER,1.7 KB,2025-02-03 21:14,0,,2025-02-04
获取链接文本,https://getquicker.net/Sharedaction?code=c9f2f5de-6fad-4245-643e-08dd43fcc6c2,网页上带链接的文本有时候不容易选中。,Microsoft Edge,简单591,https://getquicker.net/User/36130/%E7%AE%80%E5%8D%95591,3 KB,2025-02-03 20:35,0,,2025-02-04
简单翻译,https://getquicker.net/Sharedaction?code=4b499713-b2a8-4f7c-0726-08dd431fc56e,谷歌翻译的快捷窗口。,通用,简单591,https://getquicker.net/User/36130/%E7%AE%80%E5%8D%95591,42.5 KB,2025-02-02 13:53,5,&字符,2025-02-04
百度,https://getquicker.net/Sharedaction?code=f41a29e3-d55f-4943-643d-08dd43fcc6c2,百度「去广告」搜索,通用,Poto,https://getquicker.net/User/137838/Poto,2.5 KB,2025-02-03 19:25,0,,2025-02-04
加密压缩7z文件,https://getquicker.net/Sharedaction?code=fd3ad105-d8ac-4a4b-643a-08dd43fcc6c2,把未加密的压缩包改成加密压缩的7z,通用,不讲道李,https://getquicker.net/User/479069/%E4%B8%8D%E8%AE%B2%E9%81%93%E6%9D%8E,5.6 KB,2025-02-03 18:56,1,优化一下使用,2025-02-04
快捷切换,https://getquicker.net/Sharedaction?code=488ff824-a5ce-4d10-5234-08dd369e5344,一个固定的快捷面板，自由添加动作，程序，发送文本，快捷键发送，网页；支持自动获取已打开的浏览器页面，资源管理器页面（支持dopus和默认资源管理器），音频播放设备快速切换，分区快速切换功能,通用,轻叹流年去,https://getquicker.net/User/686001/%E8%BD%BB%E5%8F%B9%E6%B5%81%E5%B9%B4%E5%8E%BB,198.8 KB,2025-01-17 20:20,2,公开,2025-02-04
网页分屏浏览,https://getquicker.net/Sharedaction?code=ab872543-7d72-4f8a-40d9-08dcec2bc78e,网页分屏浏览，仅适用于Chrome和Edge浏览器,Google Chrome,seekう,https://getquicker.net/User/548126/seek%E3%81%86,9.2 KB,2024-10-14 21:26,4,  ,2025-02-04
字符变换,https://getquicker.net/Sharedaction?code=36efbde0-e798-4150-257e-08da81790731,解决输入痛点。将光标前字符或选中字符快捷变换为指定字符。,通用,简单591,https://getquicker.net/User/36130/%E7%AE%80%E5%8D%95591,514.4 KB,2022-08-19 18:17,84,.,2025-02-04
长按鼠标右键,https://getquicker.net/Sharedaction?code=ef837337-0bcc-4fe9-bc77-08db7774b6d6,长按鼠标右键是重要的手势，仅用于触发一个操作有点浪费。,通用,简单591,https://getquicker.net/User/36130/%E7%AE%80%E5%8D%95591,11.5 KB,2023-06-28 18:29,8,.,2025-02-04
纳米AI搜索,https://getquicker.net/Sharedaction?code=1a6d6941-04ec-42ad-6425-08dd43fcc6c2,可提供简易回答及深入回答的AI工具，结合搜索引擎，能够提供更准确和及时的信息,通用,希望明天是个好天气,https://getquicker.net/User/234406/%E5%B8%8C%E6%9C%9B%E6%98%8E%E5%A4%A9%E6%98%AF%E4%B8%AA%E5%A5%BD%E5%A4%A9%E6%B0%94,8.6 KB,2025-02-03 10:45,0,,2025-02-04
