动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
隐藏其他,https://getquicker.net/Sharedaction?code=3141d106-05b1-4495-530c-08ddb0c7f7f4,一键隐藏其他图层，仅显示当前选中图层。,Adobe Photoshop,Taitun,https://getquicker.net/User/854987/Taitun,14.6 KB,2025-06-22 13:24,2,优化部分代码，提升速度。,2025-06-22
悬浮按钮样式,https://getquicker.net/Sharedaction?code=1ecb68f8-ab44-4149-530d-08ddb0c7f7f4,修改悬浮按钮样式，动态放大图标或只显示文字等,通用,sharklaka,https://getquicker.net/User/826879/sharklaka,24.7 KB,2025-06-22 14:07,1,"[~]
调整图标尺寸",2025-06-22
VS Diff,https://getquicker.net/Sharedaction?code=c9c9b81c-52b6-4797-3f7f-08ddafd56e14,选中两个文件时，打开vscode进行diff。选中单个文件时，自动创建新文件进行diff。,Windows 资源管理器,Anlv,https://getquicker.net/User/392637/Anlv,8.2 KB,2025-06-21 17:06,0,,2025-06-22
下载图标,https://getquicker.net/Sharedaction?code=8c263178-ec56-45fe-3f75-08ddafd56e14,下载当前网站的图标。,Google Chrome,Anlv,https://getquicker.net/User/392637/Anlv,163 KB,2025-06-21 12:45,2,~ 改为5列视图,2025-06-22
待办事项,https://getquicker.net/Sharedaction?code=c0510e3a-3786-4f39-32ff-08d91d10afcd,把要做的事情贴在屏幕上。,通用,简单591,https://getquicker.net/User/36130/%E7%AE%80%E5%8D%95591,1 MB,2021-05-23 17:54,306,编辑贴图相关。,2025-06-22
移动到新窗口,https://getquicker.net/Sharedaction?code=28ffa82a-050e-4248-7139-08dd988342f2,将选中的标签页移动到新窗口，批量移动，一键运行,Google Chrome,格物致理,https://getquicker.net/User/1054799/%E6%A0%BC%E7%89%A9%E8%87%B4%E7%90%86,35.9 KB,2025-05-22 16:38,2,修复bug,2025-06-22
隐藏显示,https://getquicker.net/Sharedaction?code=fc370749-1d02-4281-443f-08dce7722144,Ps源代码，隐藏显示选中图层，可批量,Adobe Photoshop,Taitun,https://getquicker.net/User/854987/Taitun,3.3 KB,2024-10-08 18:20,3,优化部分细节。,2025-06-22
智能钢笔,https://getquicker.net/Sharedaction?code=ea41da7b-efcc-41c8-f236-08ddaf4c49d6,一键智能钢笔切换与路径处理，钢笔工具操作更高效更省心！,Adobe Photoshop,Taitun,https://getquicker.net/User/854987/Taitun,10.3 KB,2025-06-20 11:17,2,优化部分细节。,2025-06-22
关闭,https://getquicker.net/Sharedaction?code=11ebc20c-06e4-40fe-955c-08dce0ed4ae4,PS中常用的4种关闭,Adobe Photoshop,Taitun,https://getquicker.net/User/854987/Taitun,16.3 KB,2024-09-30 14:21,4,优化部分代码，提升速度。,2025-06-22
喝水提醒,https://getquicker.net/Sharedaction?code=5f0e5a68-6930-4cf2-a198-08db9e3a5ebf,动作运行后每小时提醒一次喝水，并在30秒后询问是否已经喝水,通用,✅好用✅实用✅易用,https://getquicker.net/User/412766/%E2%9C%85%E5%A5%BD%E7%94%A8%E2%9C%85%E5%AE%9E%E7%94%A8%E2%9C%85%E6%98%93%E7%94%A8,47.6 KB,2023-08-16 19:05,6,增加周几的设置，右键设置,2025-06-22
