动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
一键购买,https://getquicker.net/Sharedaction?code=a7626d49-05e4-4c15-cd7b-08ddc1e3a4ae,淘宝生成一到多个商品一键购买链接,通用,乐昂岚【接定制】,https://getquicker.net/User/81137/%E4%B9%90%E6%98%82%E5%B2%9A%E3%80%90%E6%8E%A5%E5%AE%9A%E5%88%B6%E3%80%91,11.4 KB,2025-07-14 13:44,0,,2025-07-15
等分/多重复制,https://getquicker.net/Sharedaction?code=80b7e90b-b8db-4115-cd77-08ddc1e3a4ae,动态等分/多重复制,AutoCAD Application,冰雷木子,https://getquicker.net/User/749380/%E5%86%B0%E9%9B%B7%E6%9C%A8%E5%AD%90,27.3 KB,2025-07-14 10:38,0,,2025-07-15
洞洞板,https://getquicker.net/Sharedaction?code=4575252d-c15e-4450-cd6f-08ddc1e3a4ae,自动计算洞洞板间距,海迅极速设计,全屋定制-阿伟,https://getquicker.net/User/615671/%E5%85%A8%E5%B1%8B%E5%AE%9A%E5%88%B6-%E9%98%BF%E4%BC%9F,8.5 KB,2025-07-13 23:35,0,,2025-07-15
哔哩下载姬,https://getquicker.net/Sharedaction?code=369a1bdb-48d3-484a-2861-08ddc0fbdd92,下载bilibili视频,Google Chrome,喵喵香子兰~,https://getquicker.net/User/489444/%E5%96%B5%E5%96%B5%E9%A6%99%E5%AD%90%E5%85%B0~,14.1 KB,2025-07-13 11:30,1,优化,2025-07-15
搜图,https://getquicker.net/Sharedaction?code=d734d203-57c7-4b2c-98f5-08ddac6ed895,本地搜图工具，支持搜索图片上的文本内容！首次使用需要设置常用的图片路径，然后右键建立索引。,通用,反卷练习生,https://getquicker.net/User/684393/%E5%8F%8D%E5%8D%B7%E7%BB%83%E4%B9%A0%E7%94%9F,127.6 KB,2025-06-16 09:34,7,新增数据库更新功能，对已经录入的数据检索。,2025-07-15
超级文本替换,https://getquicker.net/Sharedaction?code=55e35225-3818-487c-b5a2-08da2a8a4d14,最强悍无匹的文本替换动作,通用,咿呀杀杀,https://getquicker.net/User/19337/%E5%92%BF%E5%91%80%E6%9D%80%E6%9D%80,272.6 KB,2022-04-30 21:28,30,"- 改进文本获取的处理方式
- 优化获取提示",2025-07-15
超级操作窗,https://getquicker.net/Sharedaction?code=1671d505-abeb-45df-a274-08dc0740f11f,【打造属于自己的万能工具箱】网址/搜索/程序/文件(夹)/动作/命令/面板/VBA宏/脚本/键鼠操作/文本替换/常用语/颜色收藏……,通用,咿呀杀杀,https://getquicker.net/User/19337/%E5%92%BF%E5%91%80%E6%9D%80%E6%9D%80,395.1 KB,2023-12-29 09:54,36,"v2.7.5 (2025-07-14)
- 【功能】支持设置指定分组
- 【功能】支持通过参数指定分组
  （使用说明见帮助文档）",2025-07-15
显示电量,https://getquicker.net/Sharedaction?code=74d3d465-081f-485e-3321-08dc6e3171e5,在任务栏显示剩余电量,通用,FaniX,https://getquicker.net/User/52603/FaniX,10.5 KB,2024-05-07 14:45,4,+鼠标悬浮显示电池剩余时间,2025-07-15
常用语,https://getquicker.net/Sharedaction?code=1a8e7553-76e9-4527-66d7-08dbaa91cef1,快捷短语的极致操作，兼容原版数据。,通用,咿呀杀杀,https://getquicker.net/User/19337/%E5%92%BF%E5%91%80%E6%9D%80%E6%9D%80,365.2 KB,2023-09-02 08:18,40,"v2.1.5 (2025-07-14)
- 功能：支持设置指定分组
- 功能：支持通过参数指定分组
  （使用说明见帮助文档）",2025-07-15
复制提示,https://getquicker.net/Sharedaction?code=887bc64e-82e8-4ecf-f238-08ddaf4c49d6,它会在复制成功时提示你（✅高使用量）,通用,知产二大爷,https://getquicker.net/User/565334/%E7%9F%A5%E4%BA%A7%E4%BA%8C%E5%A4%A7%E7%88%B7,20.2 KB,2025-06-20 11:42,11,调整说明,2025-07-15
微信秒传,https://getquicker.net/Sharedaction?code=4b4835e3-6d71-49b4-2589-08ddbd2201ae,极速发送至微信好友！4.X微信版本用！,WeChat,eminstan,https://getquicker.net/User/430864/eminstan,59.4 KB,2025-07-08 15:17,3,"-更新动作名称和图标，原名称“发送微信好友（极速4.X）”太长，现改为“微信秒传”。
-设置中新增自动发送选项，如果勾选，在聊天界面粘贴完内容会自动发送；未勾选则仅粘贴内容。
-修复微信主界面为收藏页/通讯录页时无法定位联系人的问题。",2025-07-15
PDF翻译,https://getquicker.net/Sharedaction?code=145b5d53-b71d-4485-c2e3-08dc74bc40ca,将任意语言PDF文件翻译成中文PDF文件。或将中文PDF翻译成英文。,通用,M-cc,https://getquicker.net/User/521120/M-cc,362.1 KB,2024-05-15 20:24,10,"修复下载失败的问题-2
~修复因蓝奏子程序频繁失效导致的下载配置文件出错的问题。
+增加多个备用自动下载方案用于解决上述问题。",2025-07-15
备份动作数据,https://getquicker.net/Sharedaction?code=e3d8a0d5-acd1-42c9-276a-08ddb3a32db0,批量备份/恢复动作数据到云端,通用,sharklaka,https://getquicker.net/User/826879/sharklaka,33.4 KB,2025-06-25 18:07,9,1,2025-07-15
置顶,https://getquicker.net/Sharedaction?code=28fc0d60-ec69-4458-e96a-08ddb7775a51,置顶状态一眼识别，边框高亮更直观！,通用,Taitun,https://getquicker.net/User/854987/Taitun,56 KB,2025-06-30 09:44,8,优化代码部分细节。,2025-07-15
弹出超级菜单,https://getquicker.net/Sharedaction?code=362ef925-6343-4ab6-e9f8-08db92f9f222,✅不同程序，✅弹出不同菜单✅【使用者少，但是用量大，说明该方式易用好用。】,通用,✅好用✅实用✅易用,https://getquicker.net/User/412766/%E2%9C%85%E5%A5%BD%E7%94%A8%E2%9C%85%E5%AE%9E%E7%94%A8%E2%9C%85%E6%98%93%E7%94%A8,394.2 KB,2023-08-02 15:35,94,保存、上传功能整合，增强,2025-07-15
短信接收,https://getquicker.net/Sharedaction?code=3e56bbb3-2206-443f-697f-08dcdd0ca208,快捷填写验证码或接收其他短信,通用,sharklaka,https://getquicker.net/User/826879/sharklaka,79.6 KB,2024-09-26 10:09,13,1,2025-07-15
短信触发示例：网课,https://getquicker.net/Sharedaction?code=9813e2b9-7c91-42ba-fc63-08ddc017ed62,配合“短信接收”动作，收到短信自动在网课界面填写验证码,通用,sharklaka,https://getquicker.net/User/826879/sharklaka,2.5 KB,2025-07-11 14:15,1,1,2025-07-15
QuickerCSPad,https://getquicker.net/Sharedaction?code=4756adc1-d783-497a-285a-08ddc0fbdd92,支持Quicker内部API补全和UI可视化设计的代码编辑器,通用,H-D-G,https://getquicker.net/User/679811/H-D-G,5.9 KB,2025-07-12 18:09,6,~,2025-07-15
计算硬盘实际容量,https://getquicker.net/Sharedaction?code=be024126-d8d4-4fbe-2856-08ddc0fbdd92,用于将硬盘的标称容量换算成实际容量,通用,AzureHearted,https://getquicker.net/User/577696/AzureHearted,13.6 KB,2025-07-12 15:08,1,更新图标显示,2025-07-15
实验花瓣,https://getquicker.net/Sharedaction?code=2db1eb7e-6a80-4e5f-2859-08ddc0fbdd92,搭配油猴脚本使用的实验花瓣动作。,Adobe Photoshop,北京林或西,https://getquicker.net/User/207095/%E5%8C%97%E4%BA%AC%E6%9E%97%E6%88%96%E8%A5%BF,23.4 KB,2025-07-12 17:17,3,2025年7月13日16:58:10,2025-07-15
知识库,https://getquicker.net/Sharedaction?code=509bb025-3248-468d-5754-08ddb2bac3f6,✅打造个人知识库,通用,✅好用✅实用✅易用,https://getquicker.net/User/412766/%E2%9C%85%E5%A5%BD%E7%94%A8%E2%9C%85%E5%AE%9E%E7%94%A8%E2%9C%85%E6%98%93%E7%94%A8,173.2 KB,2025-06-24 11:01,9,增加按部门筛选的功能,2025-07-15
工作流,https://getquicker.net/Sharedaction?code=d02bff82-0654-49dc-f232-08dd2a577f35,一键启动常用的文件、软件、网址、动作、贴图，一键捕获已打开的网址、文件和应用等，支持无限分组,通用,Kenhalid,https://getquicker.net/User/977787/Kenhalid,389.1 KB,2025-01-02 12:16,38,"= 优化聚焦速度
~ 修复关闭工作流的一个小 bug
= 只读 -> 可自己使用或修改，不可再分享",2025-07-15
智能翻页,https://getquicker.net/Sharedaction?code=90185771-5745-47d1-2598-08ddbd2201ae,浏览器翻上一页、下一页，兼容大部分网页。,Vivaldi,EC10010,https://getquicker.net/User/2997/EC10010,1.3 KB,2025-07-08 17:24,3,完善。,2025-07-15
