动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
示例：QCAD Bridge,https://getquicker.net/Sharedaction?code=95f4658f-f588-425b-77b4-08de40765403,安装后自动放入自启动，解决了cad自带模块在打开两个cad的时候，报错的问题,AutoCAD Application,冰雷木子,https://getquicker.net/User/749380/%E5%86%B0%E9%9B%B7%E6%9C%A8%E5%AD%90,10.1 KB,2025-12-21 20:34,1,修复,2025-12-22
快速找图,https://getquicker.net/Sharedaction?code=45377148-ffc4-48d2-77ab-08de40765403,定制动作,通用,Poto,https://getquicker.net/User/137838/Poto,154.1 KB,2025-12-21 18:40,0,,2025-12-22
参考线,https://getquicker.net/Sharedaction?code=cbb60b03-42da-4c7f-6203-08de3f869ab9,在 PS 中根据当前图形或选区一键创建四边参考线、中心点参考线,Adobe Photoshop,FanXiang,https://getquicker.net/User/27525/FanXiang,19.8 KB,2025-12-21 15:40,1,更新图标,2025-12-22
灵猫日程,https://getquicker.net/Sharedaction?code=492f6e28-cb94-4917-61eb-08de3f869ab9, AI日程管理|用自然语言管理日程，告别繁琐操作。说一句话就能创建、修改、删除日程，AI秒懂你的意图。,通用,洛洛罗,https://getquicker.net/User/325415/%E6%B4%9B%E6%B4%9B%E7%BD%97,218.7 KB,2025-12-20 19:47,1,优化网页缓存地址，方便用户使用,2025-12-22
示例：掌握急救常识,https://getquicker.net/Sharedaction?code=40724942-4b91-4dc7-61f0-08de3f869ab9,关键时刻救人一命。,通用,效率591,https://getquicker.net/User/36130/%E6%95%88%E7%8E%87591,20.6 KB,2025-12-20 20:07,3,.,2025-12-22
全景图⇆六面图,https://getquicker.net/Sharedaction?code=79ee7bc4-1898-4175-61f6-08de3f869ab9,360全景图和六面立方体图进行互换,Windows 资源管理器,冰雷木子,https://getquicker.net/User/749380/%E5%86%B0%E9%9B%B7%E6%9C%A8%E5%AD%90,39.9 KB,2025-12-20 21:53,0,,2025-12-22
Monaco,https://getquicker.net/Sharedaction?code=359eb956-48bb-4afb-61f4-08de3f869ab9,一个简易的 Monaco 编辑器，给不希望安装 vscode 的轻量用户。,通用,Anlv,https://getquicker.net/User/392637/Anlv,33.9 KB,2025-12-20 21:10,1,~,2025-12-22
示例：支持点击的提示消息,https://getquicker.net/Sharedaction?code=aad96bdf-c60b-4502-c5fc-08de3e8d8685,自定义窗口-支持点击命令,通用,原++,https://getquicker.net/User/189784/%E5%8E%9F__,2.1 KB,2025-12-20 09:21,2,2,2025-12-22
摸鱼倒计时,https://getquicker.net/Sharedaction?code=b38bb11f-540d-498a-05ce-08daee8c4aa1,显示距离午休/下班的时间，附带剩余时间进度条,通用,霸霸☀,https://getquicker.net/User/332463/%E9%9C%B8%E9%9C%B8%E2%98%80,42 KB,2023-01-05 15:50,8,更新了打卡逻辑，右击菜单中可选择打卡或不打卡,2025-12-22
剪贴板,https://getquicker.net/Sharedaction?code=e573ba70-28f8-4977-4f6a-08de2d75a2ca,临时置顶 | 点击粘贴 | 图片预览 | 一键收藏 | 零秒启动 | 无需下载,通用,洛洛罗,https://getquicker.net/User/325415/%E6%B4%9B%E6%B4%9B%E7%BD%97,110 KB,2025-11-27 23:40,25,"修复错误
",2025-12-22
如玥💠专辑听单,https://getquicker.net/Sharedaction?code=cb4f880e-0c17-4a48-10a6-08ddd7c1daf0,专门用来制作喜马专辑和听单的，提升效率,喜马拉雅,清香客,https://getquicker.net/User/762509/%E6%B8%85%E9%A6%99%E5%AE%A2,240.8 KB,2025-08-10 20:17,26,修复了一些小问题,2025-12-22
中键轮盘,https://getquicker.net/Sharedaction?code=4e56a529-7213-4b2b-f931-08de3ca88ddf,鼠标中键手势触发的多层级轮盘菜单，支持预览文件、预览书签列表、预览窗口，悬停激活轮盘项，可无限嵌套。,通用,洛洛罗,https://getquicker.net/User/325415/%E6%B4%9B%E6%B4%9B%E7%BD%97,234.5 KB,2025-12-17 11:33,6,可自定义快捷键（单字母暂时会影响输入），新增对浏览器书签的预览（edge）,2025-12-22
绘制箭头,https://getquicker.net/Sharedaction?code=43132f25-9731-4f37-7f30-08ddb86173c7,画箭头和标注太烦恼，于是我做了这个动作。,Adobe Photoshop,Anlv,https://getquicker.net/User/392637/Anlv,243.4 KB,2025-07-01 17:24,1,"2025-12-21
~. 重构为UXP，大幅提升绘制效率。",2025-12-22
QMax Bridge,https://getquicker.net/Sharedaction?code=ec4a454a-fc5c-447e-f94b-08de3ca88ddf,安装后可快速运行MAX命令/按钮/脚本,3ds Max,冰雷木子,https://getquicker.net/User/749380/%E5%86%B0%E9%9B%B7%E6%9C%A8%E5%AD%90,71.2 KB,2025-12-17 15:37,3,上一个版本修改了逻辑，同步修复单行判断,2025-12-22
创建矩形,https://getquicker.net/Sharedaction?code=c8b6252b-c404-4c5b-6795-08dde6ea2225,根据当前图层的宽度和高度，创建一个矩形形状图层。,Adobe Photoshop,Anlv,https://getquicker.net/User/392637/Anlv,54.7 KB,2025-08-30 11:21,1,"2025-12-21
~. 可基于选区创建；
~. 重构为UXP。",2025-12-22
超级卡片,https://getquicker.net/Sharedaction?code=fee759cb-8cfc-4666-fbf7-08ddee84b295,构建个人的“知识卡片”网络，系统性地管理知识、深化理解并激发创新,通用,Taitun,https://getquicker.net/User/854987/Taitun,360.5 KB,2025-09-09 09:50,3,优化卡片窗口细节。,2025-12-22
批量重命名,https://getquicker.net/Sharedaction?code=c145103d-4aa8-4541-3547-08dd6a2b7d8c,自定义命名模板 + 自动同步云端,Windows 资源管理器,Taitun,https://getquicker.net/User/854987/Taitun,132.8 KB,2025-03-24 14:40,20,新增自动判断并获取云端数据到本地。,2025-12-22
置顶和透明,https://getquicker.net/Sharedaction?code=40cf946b-d766-4035-3a6f-08dda20f48c5,窗口透明度设置和窗口置顶,通用,Simonl,https://getquicker.net/User/134191/Simonl,24.5 KB,2025-06-04 03:05,9,-增加传入参数“置顶”，方便调用,2025-12-22
文件夹助手,https://getquicker.net/Sharedaction?code=72a6d10c-c52e-4d68-f177-08dd017145d1,常用的22种文件夹功能,Windows 资源管理器,Taitun,https://getquicker.net/User/854987/Taitun,461.4 KB,2024-11-11 15:20,28,新增自动同步云端数据到本地。,2025-12-22
刷抖音,https://getquicker.net/Sharedaction?code=e4b61d7a-49cb-4fd8-c5f5-08de3e8d8685,默认切换下一个视频，按住Ctrl执行切换上一个视频,Google Chrome,Simonl,https://getquicker.net/User/134191/Simonl,10.7 KB,2025-12-19 22:54,1,-增加外部参数传入“上一个”，则往上刷,2025-12-22
快查,https://getquicker.net/Sharedaction?code=c476c187-8401-4f53-b99a-08de37f0ba43,在思源笔记（SiYuan-Note）中进行普通搜索或SQL搜索。,通用,寒Orz,https://getquicker.net/User/309554/%E5%AF%92Orz,37.4 KB,2025-12-10 22:26,1,"1. 优化代码逻辑
2. 优化结果展示窗口（由文本窗口变为自定义窗口）",2025-12-22
快摘,https://getquicker.net/Sharedaction?code=9213f2f7-5d7d-4df5-b99b-08de37f0ba43,把选中的文本、链接或图片直链，一键整理为 Markdown 并追加到思源笔记当日日记。,通用,寒Orz,https://getquicker.net/User/309554/%E5%AF%92Orz,23.7 KB,2025-12-10 23:18,2,"1. 网页摘录保持格式
2. 图片摘录优化格式，包括标题
3. 摘录来源优化

建议更新",2025-12-22
PixPin,https://getquicker.net/Sharedaction?code=89bfa2e7-7c62-4b97-1736-08dda10577be,"截图,OCR,GIF,贴图",通用,Simonl,https://getquicker.net/User/134191/Simonl,116.1 KB,2025-06-01 20:16,13,"1、设置初次使用默认参数
2、如果pixpin已打开，尝试自动获取路径",2025-12-22
无损放大,https://getquicker.net/Sharedaction?code=2dd4baea-ca0a-41dc-267c-08d9d30a68b2,图片无损放大高清化,通用,Poto,https://getquicker.net/User/137838/Poto,107.1 KB,2022-01-09 12:05,15,1,2025-12-22
北京录屏,https://getquicker.net/Sharedaction?code=7c61bff4-def0-4e25-f929-08de3ca88ddf,【屏幕录制】极简 · 高能 · 仿PixPin录屏交互体验,通用,北京林或西,https://getquicker.net/User/207095/%E5%8C%97%E4%BA%AC%E6%9E%97%E6%88%96%E8%A5%BF,194.8 KB,2025-12-17 10:04,19,修复上一个版本由于粗心大意导致的错误，呜呜呜,2025-12-22
新建文件夹,https://getquicker.net/Sharedaction?code=61532c1b-dcdb-438c-f0cc-08dda89c234a,六种新建方式，一键解决文件夹烦恼！,Windows 资源管理器,Taitun,https://getquicker.net/User/854987/Taitun,68.5 KB,2025-06-11 15:33,10,新增Tab或单个空格分层。,2025-12-22
高级毛利计算器,https://getquicker.net/Sharedaction?code=2c8f8724-cb22-4db1-2108-08ddf61a048b,专为电商设计,通用,白马渡春风,https://getquicker.net/User/573470/%E7%99%BD%E9%A9%AC%E6%B8%A1%E6%98%A5%E9%A3%8E,100.3 KB,2025-09-19 01:47,11,1,2025-12-22
新建文件夹,https://getquicker.net/Sharedaction?code=df39b8aa-d6fa-4d35-71ff-08dcdb2f793c,六种新建方式，一键解决文件夹烦恼！,Windows 资源管理器,Taitun,https://getquicker.net/User/854987/Taitun,114.6 KB,2024-09-23 13:30,22,"新增Tab或单个空格分层。
新增导出本地和导入本地。",2025-12-22
标签页分组,https://getquicker.net/Sharedaction?code=1d7d1a49-5a43-4176-ddad-08de2211a7a5,浏览器标签页自动归类到指定的标签组中，右键动作支持管理标签组配置,Google Chrome,韩道友,https://getquicker.net/User/684393/%E9%9F%A9%E9%81%93%E5%8F%8B,58.3 KB,2025-11-13 15:52,7,~去掉url解码的部分，上一个版本中当url中有非标准的编码格式时会报错。,2025-12-22
免费公式识别,https://getquicker.net/Sharedaction?code=2605ff05-b84f-4da6-107c-08db6a78bc4a,公式免费识别,通用,pinbo,https://getquicker.net/User/549488/pinbo,163.5 KB,2023-06-12 00:47,25,更新内置公共API,2025-12-22
拆分文本,https://getquicker.net/Sharedaction?code=65ca9782-3dab-44c3-2592-08ddbd2201ae,支持行，字符，单词/句子，等三种拆分方法。,Adobe Illustrator,Anlv,https://getquicker.net/User/392637/Anlv,35.5 KB,2025-07-08 16:33,1,"2025-12-20
~. 增加段落拆分。",2025-12-22
图片云盘,https://getquicker.net/Sharedaction?code=10e1c5c8-0055-48da-dc6b-08de3ac18409,上传图片获取直链、收藏图片跨设备同步、本地目录管理极简操作。,通用,M-cc,https://getquicker.net/User/521120/M-cc,72.6 KB,2025-12-14 23:56,3,~移除无效模块，优化注释内容,2025-12-22
