动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
嵌入和取消,https://getquicker.net/Sharedaction?code=41725301-b383-4527-a2cd-faa7486a790c,把当前选中的图层用剪贴蒙版嵌入到下方图层，如果多选就都嵌入，如果已经嵌入就取消嵌入,Adobe Photoshop,祥睿御免,https://getquicker.net/User/762594/%E7%A5%A5%E7%9D%BF%E5%BE%A1%E5%85%8D,4.5 KB,2026-09-16 11:41,1,,2026-09-17
坚果云api,https://getquicker.net/Sharedaction?code=c095359c-5e7e-4291-9254-08df1389ba4a,坚果云上传/下载/删除api,通用,糕等杠鲸,https://getquicker.net/User/994534/%E7%B3%95%E7%AD%89%E6%9D%A0%E9%B2%B8,27.1 KB,2026-09-16 09:57,1,,2026-09-17
自动操作,https://getquicker.net/Sharedaction?code=9c91b7ab-3cd6-44d9-913a-08ddfd84d7bc,添加常用键鼠操作，一键回放解放双手。,通用,糕等杠鲸,https://getquicker.net/User/994534/%E7%B3%95%E7%AD%89%E6%9D%A0%E9%B2%B8,848.9 KB,2025-09-27 22:08,20,"1、新增：【动作右键-配置数据-上传/恢复/介绍】。把动作的个人配置数据上传到quicker官方服务器，在另一台电脑登录相同账号可恢复个人配置。
2、新增：【编辑窗口-脚本-运行/添加/重命名/资源/导出/删除】。减少编辑脚本后的点击步骤。
3、新增：【编辑窗口-图片-替换图片】。框选图片名称后重新截图，使用原图片名称覆盖保存。
4、新增：【设置-运行-找图共享文件夹】。找图图片不存在时，搜索共享文件夹中的同名图片。
5、修改：将编辑窗口中的【查看图片】【截图保存】【重命名图片】移动到【图片】中。",2026-09-17
人名拼音简繁,https://getquicker.net/Sharedaction?code=e6b82456-a687-4cd0-6588-08dc85dec23e,姓名简繁互转及生成拼音,通用,iDenny,https://getquicker.net/User/459511/iDenny,70.5 KB,2024-06-06 21:56,16,利用pinyin-pro本地JS库来实现姓名转拼音,2026-09-17
剪贴板 n10,https://getquicker.net/Sharedaction?code=df6cc8fc-1a67-4576-fcb0-08deace01986,测试版,通用,Cea,https://getquicker.net/User/113342/Cea,33 KB,2026-05-09 07:12,138,"## v0.30.55 (2026-9-17)

- 修复窗口已贴在屏幕边缘时，第一次隐藏会直接整窗消失、不播放贴边收起动画
- 修复贴边收起过程中被误判失败、回退成普通隐藏",2026-09-17
官文重命名,https://getquicker.net/Sharedaction?code=465447f9-ab0f-4469-0305-08dd1df9631b,知产常用官文一键重命名,通用,知产二大爷,https://getquicker.net/User/565334/%E7%9F%A5%E4%BA%A7%E4%BA%8C%E5%A4%A7%E7%88%B7,352.2 KB,2024-12-17 10:16,80,增加恢复权利请求审批通知书,2026-09-17
蓝牙电量提醒,https://getquicker.net/Sharedaction?code=9629eed4-209d-487c-8bc5-dd53bcb47251,蓝牙低电量提醒，充电提醒,通用,toubet,https://getquicker.net/User/15732/toubet,52.5 KB,2026-09-13 13:37,4,非Quicker专业版使用后台循环。,2026-09-17
暴走英雄坛,https://getquicker.net/Sharedaction?code=072ae42a-7160-4e50-d169-08deb995c62e,暴走英雄坛游戏脚本,雷电模拟器,起风了zizizi,https://getquicker.net/User/1246107/%E8%B5%B7%E9%A3%8E%E4%BA%86zizizi,1.5 MB,2026-05-25 11:32,149,修复饥饿值刚好为0时不吃食物问题,2026-09-17
任务清单Pro,https://getquicker.net/Sharedaction?code=f51234e7-9201-4935-98f3-08ddac6ed895,✅多功能✅多提醒任务清单~待办、待办清单、待办事项、待办任务、任务清单、任务提醒，超好用,通用,✅好用✅实用✅易用,https://getquicker.net/User/412766/%E2%9C%85%E5%A5%BD%E7%94%A8%E2%9C%85%E5%AE%9E%E7%94%A8%E2%9C%85%E6%98%93%E7%94%A8,724 KB,2025-06-16 08:54,50,"调整图片预览方式
增加打开图片保存的文件夹",2026-09-17
剪贴板,https://getquicker.net/Sharedaction?code=06563728-27be-49ae-27c7-08de9afcb260,剪贴板和常用语，记录文本、图片、文件、quicker步骤、quicker动作，并执行预设进程规则，支持收藏、云同步,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,137.1 KB,2026-04-16 18:41,106,ocr改用qwen3.7-flash,2026-09-17
