动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
屏幕边缘操作,https://getquicker.net/Sharedaction?code=9b870f32-b1f1-49ea-4234-08de8f97c69d,手势拓展，屏幕边缘碰撞或点击触发自定义动作,通用,星染浅夏,https://getquicker.net/User/1295122/%E6%98%9F%E6%9F%93%E6%B5%85%E5%A4%8F,426.4 KB,2026-04-02 00:05,26,边缘设置总览不再重启动作，便于传入动作参数,2026-05-25
股票盯盘助手,https://getquicker.net/Sharedaction?code=bdbfb418-5858-4162-2850-08deb3e75025,上班摸鱼股票盯盘助手,通用,湘喑,https://getquicker.net/User/373972/%E6%B9%98%E5%96%91,111.2 KB,2026-05-18 09:26,1,"1.个股右键菜单增加：删除、移动
2.个股支持直接拖拽排序
3.分时图取消峰谷提示点
4.分组支持拖拽移动
5.一些其它界面问题",2026-05-25
排版助手,https://getquicker.net/Sharedaction?code=04c83c13-ca42-48a9-6027-08ddbb5965da,word或wps排版助手，能够一键统一表格样式、一键统一图片样式、快速样式替换、快速定位、文本清洗等，同时也支持添加表格类vba代码，实现一键调用。,Microsoft Word,饺子吖,https://getquicker.net/User/1261670/%E9%A5%BA%E5%AD%90%E5%90%96,166.5 KB,2025-07-05 18:23,8,~修复新增异常,2026-05-25
人名拼音简繁,https://getquicker.net/Sharedaction?code=e6b82456-a687-4cd0-6588-08dc85dec23e,姓名简繁互转及生成拼音,通用,iDenny,https://getquicker.net/User/459511/iDenny,47.6 KB,2024-06-06 21:56,14,"优化文本语种识别
统一提示信息风格",2026-05-25
Edge智读 ,https://getquicker.net/Sharedaction?code=50ad76e6-3757-4791-2bd1-08de8cce2f81,无需打开Edge，选中文字，触发即读，中文自动由晓晓、英文ava朗读,通用,用户6903775097...,https://getquicker.net/User/530229/%E7%94%A8%E6%88%B7690377509746788,133.6 KB,2026-03-28 22:44,34,"1. 优化首段播放策略
  首段继续优先使用 stream 流式播放，保证正常情况下尽快出声。

2. 新增首段 file 竞速兜底
  如果首段 stream 超过 3 秒还没有返回首帧，会自动启动同一首段的 file 下载兜底。stream 和 file 谁先返回音频，就优先使用谁，减少 stream 连接异常导致的长时间无声。

3. 优化第二段预取时机
  第二段不再等首段完全播放结束，而是在首段 stream 建立后等待 800ms 即开始预取。这样既保护首段首帧，又能减少第一段和第二段之间的停顿。

4. 优化前几段分段长度
  中文首段控制在约 40-90 字，第 2-4 段控制在约 140 字以内；英文首段控制在约 80-180 字符，第 2-4 段控制在约 260 字符以内。前几段更短，更利于快速预取和连续播放。

5. 优化长文本后续分段
  第 5 段以后会重新合并为较大的普通段，避免长文本被切得过碎，减少请求数量。

6. 优化服务端 file 请求超时
  服务端 file 合成单次 attempt 增加 6 秒超时保护。遇到微软 TTS 连接卡住时，会更快进入下一次重试，减少单段长时间阻塞。

7. 清理服务端日志格式
  移除了服务端每个 RequestStart 前的大分隔符，避免同一个 taskId 下多段请求时日志过于混乱。

8. 保留 taskId 全链路追踪
  客户端和服务端仍然使用同一个 taskId，可继续对照查看首段 stream、后续 file 下载、重试和恢复情况。

9. 增强中英文适配
  中文和英文采用不同分段阈值，避免英文按中文字符长度切得过碎，同时保证前几段能尽快准备好。",2026-05-25
网页收藏,https://getquicker.net/Sharedaction?code=e03ff5a8-de40-40e7-8110-08de937230ba,全能网页收藏助手,通用,Nian7i,https://getquicker.net/User/218805/Nian7i,858.3 KB,2026-04-06 20:05,25,"修复检测失效和查重时对隐私空间的屏蔽
优化其他细节",2026-05-25
Json格式化,https://getquicker.net/Sharedaction?code=4d50916a-d73a-4295-c0f3-08dc941be141,"用于android系统日志中提取到的json格式化,主要处理时间tag多行等情况",通用,DaveBoy,https://getquicker.net/User/51850/DaveBoy,40.8 KB,2024-06-24 15:16,18,"支持将对象形式展示为json形式，如{a=b}展示为{""a"":""b""}",2026-05-25
X1X2,https://getquicker.net/Sharedaction?code=f569bc1a-f4cb-4327-76b2-08de1e50e7a2,选择两个文本后根据预先设置内容快捷发送,Google Chrome,chengmen,https://getquicker.net/User/1305284/chengmen,11.5 KB,2025-11-08 21:58,3,优化,2026-05-25
更换图标,https://getquicker.net/Sharedaction?code=47ac78c2-4ada-42fa-c94b-08dd7c30f6ec,👉更换文件夹图标，内置千款3D图标、精选系统图标，以及可自定义图标文件夹🎉,Windows 资源管理器,独木不成林同学,https://getquicker.net/User/281467/%E7%8B%AC%E6%9C%A8%E4%B8%8D%E6%88%90%E6%9E%97%E5%90%8C%E5%AD%A6,112.5 KB,2025-04-16 13:52,26,优化：1.启动和运行速度；2.使用本地存储历史图标记录；3.修复少量bug,2026-05-25
PDF处理,https://getquicker.net/Sharedaction?code=be7e658a-e1c5-4642-50f9-08dabc15aa8f,共71种PDF处理方式！合并、删页、分割、解密、pdf转图片及图片转pdf等功能,Windows 资源管理器,M-cc,https://getquicker.net/User/521120/M-cc,374.6 KB,2022-11-02 15:54,91,~修复部分配置文件下载失败问题。,2026-05-25
