动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
全能图屏,https://getquicker.net/Sharedaction?code=8ddf9a84-2404-4bdb-ebcb-08dc84f6bb0e,PDF转图片/图片转PDF/GIF/窗口控制/抠图/长截图/录屏/图片处理/滤镜/魔术擦/抠图/画笔/翻译/录表情/尺寸调整/批量识别/图片处理/[60种功能处理],通用,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,423.1 KB,2024-06-06 00:01,92,⭐,2025-03-16
辅助窗Pro,https://getquicker.net/Sharedaction?code=f8ead30c-b758-4614-a7ff-08dd5143284a,辅助完成多个便利的自定义窗口，存储网址、文本、文件等，自由拖拽,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,206.1 KB,2025-02-21 03:22,104,修复错误,2025-03-16
AI三连窗,https://getquicker.net/Sharedaction?code=64e3c18f-93da-4601-30c3-08dd46c83758,一个界面打开三个不同的AI模型，免费且无需API,通用,希望明天是个好天气,https://getquicker.net/User/234406/%E5%B8%8C%E6%9C%9B%E6%98%8E%E5%A4%A9%E6%98%AF%E4%B8%AA%E5%A5%BD%E5%A4%A9%E6%B0%94,27.4 KB,2025-02-07 23:04,10,可自定义窗口位置及大小,2025-03-16
Dataview,https://getquicker.net/Sharedaction?code=1a6018d7-f49b-4e29-061c-08dac1ea0184,"Dataview插件代码生成器,简单强大,全链路文件管理,让知识复利",Obsidian,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,365.1 KB,2022-11-09 19:24,372,优化-搜索词支持历史,2025-03-16
聊天高手,https://getquicker.net/Sharedaction?code=1f2d93ad-2200-4720-1158-08dd63534e12,撩妹高手/选中聊天内容/AI提供幽默/霸道/沙雕/凡尔赛/土味/职场互夸/治愈/等风格回复,WeChat,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,7.3 KB,2025-03-15 19:52,4,⭐,2025-03-16
输入法状态提示（动图版）,https://getquicker.net/Sharedaction?code=48af11dd-1bb5-4704-1159-08dd63534e12,可以自定义输入法状态栏并跟随鼠标,通用,Turningbell,https://getquicker.net/User/845365/Turningbell,43.2 KB,2025-03-15 20:09,0,,2025-03-16
待办事项,https://getquicker.net/Sharedaction?code=c0510e3a-3786-4f39-32ff-08d91d10afcd,把要做的事情贴在屏幕上。,通用,简单591,https://getquicker.net/User/36130/%E7%AE%80%E5%8D%95591,884.1 KB,2021-05-23 17:54,224,"定时提醒：改为，错过后开机时不必再提醒。（如果希望错过的也提醒，可在设置中可恢复）
基础事项：允许不选择任何选项时点击确定。
定时提醒数据不应该参与云同步。",2025-03-16
直达常用网址,https://getquicker.net/Sharedaction?code=454924a3-7f7e-4d00-ca94-08dc99cfb00d,选中商品ID，即可直达常用网址,通用,Gavin_2024,https://getquicker.net/User/985961/Gavin_2024,260.8 KB,2024-07-02 15:41,21,2025年3月15日18:23:09,2025-03-16
闲鱼搜索,https://getquicker.net/Sharedaction?code=05d2a472-b68a-4b52-1151-08dd63534e12,先搜索选中文本，没有则弹出输入框。输入关键词后进行闲鱼搜索,Microsoft Edge,bancqh,https://getquicker.net/User/198830/bancqh,2.5 KB,2025-03-15 17:12,0,,2025-03-16
obsidian快速箭头,https://getquicker.net/Sharedaction?code=e7dfe21f-beda-44f9-1143-08dd63534e12,让obsidian的Arrows插件箭头功能使用的更方便,Obsidian,Turningbell,https://getquicker.net/User/845365/Turningbell,146.8 KB,2025-03-15 14:58,3,图标右键选择后再次弹出的问题,2025-03-16
obsidian自定义颜色盘,https://getquicker.net/Sharedaction?code=e4418b80-c48f-4e7c-cd57-08dbf3670a31,简单的obsidian颜色盘动作，按+号添加新的颜色，选中文本后点击选项框中的颜色生成CSS颜色代码,Obsidian,Turningbell,https://getquicker.net/User/845365/Turningbell,148.2 KB,2023-12-03 16:56,13,图标右键使用后弹出的问题,2025-03-16
阶跃AI,https://getquicker.net/Sharedaction?code=cb6b2bc1-d669-49d4-0499-08dd550c7c11,包含DeepSeek R1；图片包含在回答中便于理解,通用,希望明天是个好天气,https://getquicker.net/User/234406/%E5%B8%8C%E6%9C%9B%E6%98%8E%E5%A4%A9%E6%98%AF%E4%B8%AA%E5%A5%BD%E5%A4%A9%E6%B0%94,13.9 KB,2025-02-25 20:50,2,跃问官方更名为阶跃AI,2025-03-16
