动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
多模态豆包,https://getquicker.net/Sharedaction?code=0ec4681b-92dd-40f7-d3bf-08dd643ad5f4,使用 WebView 实现豆包多模态，支持文字选中、文件（图片、文档）上传等操作！,通用,RrOrange,https://getquicker.net/User/126233/RrOrange,47.8 KB,2025-03-16 20:27,5,"feat: 增加语境翻译

想法来自：
https://getquicker.net/Common/Topics/ViewTopic/31699#111061",2025-03-21
巴德Focus,https://getquicker.net/Sharedaction?code=31312e9f-6791-41b5-8d3c-08dd606400e5,关注点很多，但是我只想关注最紧要的一个。,通用,Bader,https://getquicker.net/User/135289/Bader,150.3 KB,2025-03-11 23:17,25,1. 增加彩蛋,2025-03-21
定位文件,https://getquicker.net/Sharedaction?code=89b8144b-9faa-4631-2585-08da81790731,打开运行中的文档所在文件夹，支持大部分软件，可自定义窗口识别规则。,通用,hustrjh,https://getquicker.net/User/449681/hustrjh,148.1 KB,2022-08-19 22:49,20,"【新增】
1、可限定Everything搜索的目录，如仅检索常用文件夹，在【首选项】->【高级】页面启用【是否限定目录搜索】功能。
2、可自定义过滤文件名的正则表达式，可筛选掉系统产生或不想要的搜索结果，在【首选项】->【高级】页面启用【是否过滤文件名】功能。
【优化】
1、用户规则设置页面，【包含进程】及【运行程序】文本框中，使用进程选择按钮添加多个进程时会自动添加回车。

感谢网友 Ziper 的建议与启发。",2025-03-21
巴德Focus插件模板,https://getquicker.net/Sharedaction?code=f0fc887e-74f3-4170-3b55-08dd6749f5a1,提供一个巴德Focus插件的模板，可以作为插件，也可以独立运行。,通用,Bader,https://getquicker.net/User/135289/Bader,3.1 KB,2025-03-20 23:13,0,,2025-03-21
Kimi Assistant,https://getquicker.net/Sharedaction?code=1d51f1aa-4ec2-458a-5729-08dc4dd1cd4e,使用 Kimi.ai 帮助快速阅读网页，支持 API 和 网页自动化（需要Quicker插件） 访问！,通用,RrOrange,https://getquicker.net/User/126233/RrOrange,37.6 KB,2024-03-27 17:47,22,reactor：第二次重构成 WebView,2025-03-21
yt-dlp下载视频,https://getquicker.net/Sharedaction?code=80878eae-5441-489c-f9e3-08dc50b4b80a,目前只测试yt-dlp下载YouTube/BiliBili视频，需要提前适配好ffmpeg环境,Microsoft Edge,ZTOA10,https://getquicker.net/User/234516/ZTOA10,22.2 KB,2024-03-31 22:41,5,~ 改用Github加速站下载依赖，保证依赖文件最新,2025-03-21
全能图屏,https://getquicker.net/Sharedaction?code=8ddf9a84-2404-4bdb-ebcb-08dc84f6bb0e,PDF转图片/图片转PDF/GIF/窗口控制/抠图/长截图/录屏/图片处理/滤镜/魔术擦/抠图/画笔/翻译/录表情/尺寸调整/批量识别/图片处理/[60种功能处理],通用,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,425.3 KB,2024-06-06 00:01,95,优化,2025-03-21
Alist开关,https://getquicker.net/Sharedaction?code=a9ccc67a-d4e1-4883-3b54-08dd6749f5a1,打开或者关闭alist,通用,橙红色太阳,https://getquicker.net/User/507427/%E6%A9%99%E7%BA%A2%E8%89%B2%E5%A4%AA%E9%98%B3,11.8 KB,2025-03-20 22:31,0,,2025-03-21
EC文字纠错\n极速版,https://getquicker.net/Sharedaction?code=af21408e-c40f-43c0-6c92-08db600b665f,想输入中文，不料输入法为英文，可立即将输入的字母转为中文输入。持续更新一些相近汉字、数字、标点符号转换功能。,通用,EC10010,https://getquicker.net/User/2997/EC10010,352.4 KB,2023-05-29 20:30,73,"修复吞字现象。
不过忘记之前是因为哪个Bug而设计了这个现象。",2025-03-21
常用语,https://getquicker.net/Sharedaction?code=7f95cd24-fc50-4180-266c-08dbcf12c669,快捷短语/对话模板/电话/地址/文本/密码/素材/代码/实时搜索/连续发送/标签/文件,通用,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,308.3 KB,2023-10-18 22:55,137,"精准模式'双空格'也支持搜索标签文件
支持外部参数启动:自动打开某个标签的连续发送模式
外部参数支持以下2种格式
""连续发送==标签名""
""连续发送==F:\常用语\邮箱.md""",2025-03-21
智能润色,https://getquicker.net/Sharedaction?code=bae48c3d-b449-4a80-9a9e-08dd5c97ad3b,智能润色助手，支持多AI与联网增强，精准优化你的文本，使表达更流畅、更自然！,通用,思先生,https://getquicker.net/User/47076/%E6%80%9D%E5%85%88%E7%94%9F,154.9 KB,2025-03-06 19:18,30,移除了冗余代码 优化了文本窗口的显示效果。,2025-03-21
快选快切,https://getquicker.net/Sharedaction?code=64de662e-4b6c-4d1c-6482-08dd652533b7,用来代替 Listary 的 Ctrl+G 功能。,Windows 资源管理器,ImmortalSty,https://getquicker.net/User/514368/ImmortalSty,34 KB,2025-03-17 15:32,9,[~] 修复意外中止的 bug,2025-03-21
复制目录结构,https://getquicker.net/Sharedaction?code=dfd547df-f1e6-43a6-8d3a-08dd606400e5,有没有这样的动作，复制选中的文件夹及其中的子文件夹,通用,紫cm煞,https://getquicker.net/User/168537/%E7%B4%ABcm%E7%85%9E,11.6 KB,2025-03-11 22:48,1,"1.增加了一个选择，自己去动作里面修改，复制时就是同步生成0kb文件占位
2.正好自己使用天马模拟器游戏库的时候需要。",2025-03-21
RunEver,https://getquicker.net/Sharedaction?code=6c78a4cd-0f73-4d79-b168-08dcd509a79f,基于Everything的快速启动器，模仿自RunAny,通用,轻叹流年去,https://getquicker.net/User/686001/%E8%BD%BB%E5%8F%B9%E6%B5%81%E5%B9%B4%E5%8E%BB,363.4 KB,2024-09-15 18:35,93,+ 增加唯一条目自动运行开关选项,2025-03-21
QQ截图,https://getquicker.net/Sharedaction?code=5c61d524-056f-46d8-02a2-08dd267f7c7b,QQ截图独立版，非快捷键截图，这下不冲突了，舒服！,通用,ZTOA10,https://getquicker.net/User/234516/ZTOA10,21.3 KB,2024-12-28 00:24,5,~ 优化,2025-03-21
辅助窗Pro,https://getquicker.net/Sharedaction?code=f8ead30c-b758-4614-a7ff-08dd5143284a,辅助完成多个便利的自定义窗口，存储网址、文本、文件等，自由拖拽,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,206.7 KB,2025-02-21 03:22,117,搜索，解码，历史,2025-03-21
颜色翻译,https://getquicker.net/Sharedaction?code=0794c6cd-7bbf-43d7-3b48-08dd6749f5a1,根据编码#000000，识别颜色用中文名称输出，有颜色障碍的实用！,通用,哪吒2,https://getquicker.net/User/684393/%E5%93%AA%E5%90%922,6.6 KB,2025-03-20 18:46,0,,2025-03-21
