动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
分钟闹钟,https://getquicker.net/Sharedaction?code=d4ec51da-60bd-4cfb-c97c-08de13ddfaaa,重复间隔提醒，持续 * 分钟后提醒,通用,Poto,https://getquicker.net/User/137838/Poto,25.5 KB,2025-10-26 17:20,0,,2025-10-26
通过knowledgeID从obsidian跳转到Citavi,https://getquicker.net/Sharedaction?code=90e09ea3-b2e8-483e-a4bf-08de12ec7091,读取knowledge的ID并CItavi中打开,Citavi,新奥尔良乳猪,https://getquicker.net/User/526045/%E6%96%B0%E5%A5%A5%E5%B0%94%E8%89%AF%E4%B9%B3%E7%8C%AA,13.2 KB,2025-10-24 21:43,1,"进一步学习了quicker，找到了操作：等待指定标题窗口为前台窗口后继续V2。
这样优化了运行宏的逻辑，这样基本上不会因为没有打开宏编辑器而导致后面运行出错。",2025-10-26
示例：去除受害者思维,https://getquicker.net/Sharedaction?code=6268aa74-6889-4e21-a4d4-08de12ec7091,不再让自己沉浸于负面情绪，积极创造自己的生活。,通用,效率591,https://getquicker.net/User/36130/%E6%95%88%E7%8E%87591,8.9 KB,2025-10-25 20:17,0,,2025-10-26
停播式记笔记,https://getquicker.net/Sharedaction?code=75ab367b-96e9-44f1-a4d2-08de12ec7091,逻辑是：某播放器在运行时循环运行以下操作，若按下空格且前台是播放器的切换到笔记软件，否则等单击or←or⇢时进入下一次循环(任何时候都可以点击播放器使其播放，所以建议笔记窗口要小于播放器窗口)。,PotPlayer,炸鸡爱上冰可乐,https://getquicker.net/User/66588/%E7%82%B8%E9%B8%A1%E7%88%B1%E4%B8%8A%E5%86%B0%E5%8F%AF%E4%B9%90,10.2 KB,2025-10-25 19:27,0,,2025-10-26
删除指定对象,https://getquicker.net/Sharedaction?code=7bc4610c-6c53-4502-a4c7-08de12ec7091,删除指定对象，标注/引线/单行文本/多行文本,AutoCAD Application,冰雷木子,https://getquicker.net/User/749380/%E5%86%B0%E9%9B%B7%E6%9C%A8%E5%AD%90,69.6 KB,2025-10-25 10:32,0,,2025-10-26
goldendict简易查词,https://getquicker.net/Sharedaction?code=63ec2a32-83ee-4042-a4c6-08de12ec7091,调用命令行查询选中单词，未选中则启用ocr,GoldenDict dictionary lookup program,Synneither,https://getquicker.net/User/1283153/Synneither,4.9 KB,2025-10-25 10:31,0,,2025-10-26
智能菜单,https://getquicker.net/Sharedaction?code=3570304f-80f0-42ee-321c-08daf053a987,超级好用💗根据不同场景弹出不同的菜单，高度自定义！比如：指定程序、动作、选中文本、选中文件，右键有完善的配置菜单流程。,通用,韩道友,https://getquicker.net/User/684393/%E9%9F%A9%E9%81%93%E5%8F%8B,249.9 KB,2023-01-07 19:44,7,~修复在添加标签时，如果标签已存在时，未报错的问题。,2025-10-26
ChatAI,https://getquicker.net/Sharedaction?code=1cd157f5-026d-4079-f125-08dd4113b69a,📸图文提问，👆划词即答，ChatAI🤖让知识触手可及，效率大幅提升！🚀（一键调用 DeepSeek、ChatGPT、Gemini、Kimi、Qwen、Siliconflow 等 AI 大模型）,通用,『扪』,https://getquicker.net/User/432041/%E3%80%8E%E6%89%AA%E3%80%8F,796.9 KB,2025-01-31 21:22,69,  【新增】可将回答结果直接模拟输入到「前台窗口」（注：当使用流式输出时，切换窗口将会停止输出！）,2025-10-26
天气预报/提醒,https://getquicker.net/Sharedaction?code=dbd6c88d-5821-4214-0e7c-08dd0080705b,今天天气/明日天气提醒,通用,冰雷木子,https://getquicker.net/User/749380/%E5%86%B0%E9%9B%B7%E6%9C%A8%E5%AD%90,28 KB,2024-11-09 16:09,3,增加城市提示，避免用户写错,2025-10-26
通过refID从obsidian跳转到Citavi,https://getquicker.net/Sharedaction?code=04db80dd-6459-42ca-d7af-08de11f67f66,读取reference的ID并CItavi中打开,Citavi,新奥尔良乳猪,https://getquicker.net/User/526045/%E6%96%B0%E5%A5%A5%E5%B0%94%E8%89%AF%E4%B9%B3%E7%8C%AA,11.1 KB,2025-10-24 15:45,2,"进一步学习了quicker，找到了操作：等待指定标题窗口为前台窗口后继续V2。
这样优化了运行宏的逻辑，这样基本上不会因为没有打开宏编辑器而导致后面运行出错。",2025-10-26
Alt移动窗口,https://getquicker.net/Sharedaction?code=e873ab09-0071-4beb-e468-08dd86ae7f9a,按住alt，可以在当前窗口的任何地方移动窗口,通用,chrosic,https://getquicker.net/User/945817/chrosic,17.2 KB,2025-04-30 02:13,5,"~.开始菜单设置为白名单
!todo:自定义白名单",2025-10-26
复制到所有画板,https://getquicker.net/Sharedaction?code=cd13118e-61ae-400f-2938-08dddacfb726,复制当前图层到所有画板顶部。Copy to all artboard,Adobe Photoshop,Anlv,https://getquicker.net/User/392637/Anlv,80.1 KB,2025-08-14 09:54,3,"v3 2025-10-25
+. 增加菜单项：粘贴到选定的画板",2025-10-26
辅助窗,https://getquicker.net/Sharedaction?code=910c9ede-81fe-474c-f5ed-08dba6ce1eab,辅助完成一个便利的自定义操作窗，添加网址、应用、文本、快捷键等,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,288.6 KB,2023-08-28 14:14,204,关闭问题：一个废弃字段,2025-10-26
批量打开,https://getquicker.net/Sharedaction?code=bb7f0528-89b9-4765-5302-08de0b9b557b,选中文件路径或网址后打开,通用,铂略,https://getquicker.net/User/291371/%E9%93%82%E7%95%A5,6.1 KB,2025-10-16 10:58,1,在原动作上改进，实现本地路径的批量打开,2025-10-26
刷新图标缓存,https://getquicker.net/Sharedaction?code=f0141244-fe1f-4fc6-98cc-08de110bce16,当快捷方式图标变白  或其他关于图标的错误发生时，可以试试,Windows 资源管理器,suyeda,https://getquicker.net/User/559425/suyeda,2.6 KB,2025-10-22 20:25,1,优化,2025-10-26
