动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
短语助手,https://getquicker.net/Sharedaction?code=141484dc-2e0f-480b-946d-08dd0cee64cd,添加触发词，快捷输入对应内容；可转换搜狗qq拼音格式；自动备份,通用,墨尹琳,https://getquicker.net/User/173735/%E5%A2%A8%E5%B0%B9%E7%90%B3,249.9 KB,2024-11-25 17:08,5,"新增:
	1.添加有换行符的长短语
	2.自动本地备份、上传云端
	3.搜狗qq拼音短语格式转本动作格式
	4.导入备份恢复数据
	5.词频统计
	6.解除最多5个相同触发词限制
	7.自定义短语顺序；A-Z自动排序
修复：
	一个错误转换的时间变量名
	点击取消下一次时间不更新
	",2024-12-04
一键快存,https://getquicker.net/Sharedaction?code=e37169b4-539e-439e-30b4-08db280dd146,PNG/JPG/TIF/PSD/图层/圆角/描边/切片/等一键快存 ( 拒绝弹窗低效率保存 ),Adobe Photoshop,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,251.7 KB,2023-03-19 16:39,68,"感谢用户@Homjie
已新增保存后定位是否打开设置(右键可设置)",2024-12-04
截图,https://getquicker.net/Sharedaction?code=c0310cb9-f725-4cff-f8e3-08dd0fae75f2,丝滑切12种截图命令/长截图/GIF/识别/Snipaste/PixPin/Quicker,通用,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,95.6 KB,2024-11-28 21:13,21,优化,2024-12-04
微信多开,https://getquicker.net/Sharedaction?code=e5c59bf8-50b9-4322-88f2-08dc5a32504a,微信多开，支持微信、企业微信、钉钉,通用,ikay,https://getquicker.net/User/7897/ikay,10.9 KB,2024-04-12 15:00,2,优化依赖下载规则，依赖缓存到Quicker\_packages目录下,2024-12-04
Obsidian,https://getquicker.net/Sharedaction?code=ad604798-a77d-4595-a1b8-08db9e3a5ebf,"启动Obsidian神器,打开或小化Obsidian窗口",Obsidian,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,17.1 KB,2023-08-17 16:03,12,.,2024-12-04
截图并手绘,https://getquicker.net/Sharedaction?code=e328ee9e-66d1-4ebe-096c-08dbd6a53889,截图并在图片上进行手绘编辑,通用,小锴,https://getquicker.net/User/585186/%E5%B0%8F%E9%94%B4,9.7 KB,2023-10-27 21:19,10,-增加自动复制,2024-12-04
划词朗读,https://getquicker.net/Sharedaction?code=c4c618b8-eaf2-4171-3185-08dcfad1e82e,划词朗读/免费/61种音色/晓晓/晓伊/云健/云希/云夏/云扬,通用,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,38.9 KB,2024-11-02 23:44,5,取消科学上网模式,2024-12-04
F5-TTS,https://getquicker.net/Sharedaction?code=b3be8b9a-e7e4-45d9-f900-08dd0fae75f2,接入F5-TTS接口，朗读文本 ,通用,刘悦的技术博客,https://getquicker.net/User/1037284/%E5%88%98%E6%82%A6%E7%9A%84%E6%8A%80%E6%9C%AF%E5%8D%9A%E5%AE%A2,2.9 KB,2024-11-29 13:52,2,"基于本人最新制作的F5-TTS整合包:F5-TTS新版整合包一键包:https://pan.quark.cn/s/5e424164b78d
视频攻略:https://www.bilibili.com/video/BV1pjz1YTEaj/",2024-12-04
Logseq导入思源笔记,https://getquicker.net/Sharedaction?code=5af0ef6a-19a3-433c-04ef-08dd0c331ec6,对Logseq笔记进行处理，丝滑导入思源,SiYuan,浅沧,https://getquicker.net/User/23888/%E6%B5%85%E6%B2%A7,94.3 KB,2024-11-24 11:45,1,优化流程,2024-12-04
示例：权限声明 2.0,https://getquicker.net/Sharedaction?code=9a96d8c0-3bcf-4248-f19e-08dd10b8461d,"一种对权限的简单思考，检测获取了什么信息然后弹出权限设置,让用户可以掌握功能执行,也能避免模块获取到用户不想开放的信息,当然这只是一种基本演示,正式实现肯定不会这样简单",Quicker,瞑空凌,https://getquicker.net/User/769338/%E7%9E%91%E7%A9%BA%E5%87%8C,69.5 KB,2024-11-30 21:47,2,"整理了下结构,加入一定时间不使用在下次使用自动移除授权,以及作者权限,以及统合的表单",2024-12-04
