动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
定位文件,https://getquicker.net/Sharedaction?code=05b66cbb-124f-450d-4461-08d8b6aec3cb,一键定位文件位置，可以支持苹果电脑发送的文件路径,通用,远方流浪,https://getquicker.net/User/95382/%E8%BF%9C%E6%96%B9%E6%B5%81%E6%B5%AA,3.8 KB,2021-01-13 15:32,5,支持苹果电脑发送的共享盘路径，支持多个,2024-07-11
加日期版本号,https://getquicker.net/Sharedaction?code=0a5fa70c-5615-428f-ff44-08dc8b985333,给文件名加上/更新当前日期版本号,Windows 资源管理器,花月歌浮舟,https://getquicker.net/User/1083901/%E8%8A%B1%E6%9C%88%E6%AD%8C%E6%B5%AE%E8%88%9F,25.8 KB,2024-06-14 11:37,12,修改了逻辑，现在在输入版本号的环节，如果为空，则重命名，如果输入了版本号，就复制,2024-07-11
记事本2.0,https://getquicker.net/Sharedaction?code=49545ad8-24dd-4d9e-a166-08dc6ffecc18,「即时笔记、分组标签、快速检索、自动同步、贴边隐藏」,通用,dalou,https://getquicker.net/User/76824/dalou,389.6 KB,2024-05-10 17:42,25,修复：开启笔记组常驻时，切换笔记组后记录文本窗口位置,2024-07-11
诺亚2.0,https://getquicker.net/Sharedaction?code=b6a753a2-8405-4fd8-ad4c-08dbb89e3001,判断场景，匹配场景动作。,通用,北京林或西,https://getquicker.net/User/207095/%E5%8C%97%E4%BA%AC%E6%9E%97%E6%88%96%E8%A5%BF,30.5 KB,2023-09-19 21:04,11,测试：更精准的判断,2024-07-11
复制网页信息,https://getquicker.net/Sharedaction?code=098e72f0-2760-4e19-cbab-08d8dde466af,复制网页标题、图标等信息。,Google Chrome,恋天忧,https://getquicker.net/User/162890/%E6%81%8B%E5%A4%A9%E5%BF%A7,39.9 KB,2021-03-03 23:52,12,增加是否安装Quicker浏览器扩展的判断,2024-07-11
稿件观看进度,https://getquicker.net/Sharedaction?code=dd351f20-1048-4cd6-be12-08d94f961116,查看多P稿件剩余时长和进度。,Google Chrome,恋天忧,https://getquicker.net/User/162890/%E6%81%8B%E5%A4%A9%E5%BF%A7,15.6 KB,2021-07-26 17:29,8,增加是否安装Quicker浏览器扩展的判断，和是否为B站网页的判断,2024-07-11
豆包AI助手,https://getquicker.net/Sharedaction?code=de3cbe5a-0dca-4b3f-2fac-08dc9fa8ef9a,AI大模型助手，打开即用，国内直用，涵盖历史、科学、技术、文化、娱乐等众多领域。能帮您解答各种疑问,通用,希望明天是个好天气,https://getquicker.net/User/234406/%E5%B8%8C%E6%9C%9B%E6%98%8E%E5%A4%A9%E6%98%AF%E4%B8%AA%E5%A5%BD%E5%A4%A9%E6%B0%94,5.5 KB,2024-07-09 10:01,4,找不到窗口的时候重新运行动作会将窗口置于前台,2024-07-11
音乐控制器,https://getquicker.net/Sharedaction?code=e0429763-8d5a-4dc9-b94c-08dca0782eac,滚轮切换歌曲，点击则暂停或播放。悬浮动作后使用。,NetEase Cloud Music,希望明天是个好天气,https://getquicker.net/User/234406/%E5%B8%8C%E6%9C%9B%E6%98%8E%E5%A4%A9%E6%98%AF%E4%B8%AA%E5%A5%BD%E5%A4%A9%E6%B0%94,2 KB,2024-07-10 14:39,2,更新,2024-07-11
声音调整,https://getquicker.net/Sharedaction?code=daae09df-13cc-41e4-b94f-08dca0782eac,鼠标滚轮控制音量高低，点击动作为切换静音开关状态。推荐悬浮控制,通用,希望明天是个好天气,https://getquicker.net/User/234406/%E5%B8%8C%E6%9C%9B%E6%98%8E%E5%A4%A9%E6%98%AF%E4%B8%AA%E5%A5%BD%E5%A4%A9%E6%B0%94,2.2 KB,2024-07-10 14:57,1,更新,2024-07-11
ChatWindow,https://getquicker.net/Sharedaction?code=2ff0b580-b757-4716-5a83-08dbfdbb1fb8,一个简单易用的AI动作，让前沿的人工智能技术变成易于使用的生产力工具,通用,H-D-G,https://getquicker.net/User/679811/H-D-G,218.8 KB,2023-12-16 20:13,70,~ 修复初始化动作时，云状态加载失败的bug,2024-07-11
