动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
AI测试,https://getquicker.net/Sharedaction?code=0d91ca91-42ee-4d2c-dc5b-08de3ac18409,配合 【V_元宝_网页转API】测试,通用,Vinpaul,https://getquicker.net/User/74178/Vinpaul,3.7 KB,2025-12-14 13:21,0,,2025-12-14
V_元宝_网页转API,https://getquicker.net/Sharedaction?code=0550b2bb-0835-435f-dc5a-08de3ac18409,利用 WebView2 技术将 DeepSeek 网页版转化为标准的 OpenAI API 本地服务。支持 R1 深度思考、流式输出 (SSE)，可让 ChatBox、NextChat 等第三方客户端直接调用网页版免费额度。,通用,Vinpaul,https://getquicker.net/User/74178/Vinpaul,58.7 KB,2025-12-14 12:50,0,,2025-12-14
必应采集,https://getquicker.net/Sharedaction?code=c0090c7c-b938-485a-314c-08de39efe1be,bing自动搜索并返回结果。基于 WebView2 内核，支持后台静默运行、适合自动化流程调用。,Microsoft Edge,洛洛罗,https://getquicker.net/User/325415/%E6%B4%9B%E6%B4%9B%E7%BD%97,71.2 KB,2025-12-13 22:23,0,,2025-12-14
知乎采集,https://getquicker.net/Sharedaction?code=0de9b386-3166-4dc6-314b-08de39efe1be,知乎自动搜索并返回结果。基于 WebView2 内核，支持后台静默运行、登录后保存状态，适合自动化流程调用。,Microsoft Edge,洛洛罗,https://getquicker.net/User/325415/%E6%B4%9B%E6%B4%9B%E7%BD%97,46.7 KB,2025-12-13 21:26,1,修复关键词的错误,2025-12-14
深浅切换,https://getquicker.net/Sharedaction?code=d78abfe7-ec51-45a4-314a-08de39efe1be,自动切换深浅模式，支持传入动作参数指定深色(dark)或浅色(light),通用,chrosic,https://getquicker.net/User/945817/chrosic,4.6 KB,2025-12-13 21:08,0,,2025-12-14
示例：识别隐蔽自恋者,https://getquicker.net/Sharedaction?code=e2942479-5268-4f0a-3149-08de39efe1be,保护自己免受其操控的方法，以及应对他们自恋行为的策略。,通用,效率591,https://getquicker.net/User/36130/%E6%95%88%E7%8E%87591,26.5 KB,2025-12-13 19:24,2,.,2025-12-14
AI对话目录,https://getquicker.net/Sharedaction?code=72358878-4048-4b2b-3148-08de39efe1be,为 DeepSeek、ChatGPT、Kimi 等主流 AI 聊天页面生成侧边目录，支持一键跳转与多选复制。,Google Chrome,Zevxn,https://getquicker.net/User/1225342/Zevxn,60.6 KB,2025-12-13 19:15,0,,2025-12-14
回忆照片墙,https://getquicker.net/Sharedaction?code=dbba1ba3-1d54-4914-313f-08de39efe1be,你的桌面需要一点温度。在桌面上生成拍立得风格的照片挂件，支持拖拽传图、书写回忆、随机角度摆放。一键隐藏/显示，自动保存。,通用,洛洛罗,https://getquicker.net/User/325415/%E6%B4%9B%E6%B4%9B%E7%BD%97,16 KB,2025-12-13 10:36,0,,2025-12-14
按时间整理,https://getquicker.net/Sharedaction?code=ff5f0a3d-9125-40f9-2a00-08de391694ad,按月/日/时整理文件到子文件夹,Windows 资源管理器,glowstar,https://getquicker.net/User/767338/glowstar,11.8 KB,2025-12-13 00:49,0,,2025-12-14
WiFi热点开关,https://getquicker.net/Sharedaction?code=50ac3f94-1816-45b9-29fd-08de391694ad,开启/关闭WiFi热点，设置开机自启好助手,通用,ZTOA10,https://getquicker.net/User/234516/ZTOA10,3 KB,2025-12-13 00:04,0,,2025-12-14
文本对比,https://getquicker.net/Sharedaction?code=8fcf04a1-bf1f-43c4-7e93-08dd23adddae,基于monaco editor 的文本对比，ui很不错,通用,Cea,https://getquicker.net/User/113342/Cea,54.1 KB,2024-12-24 07:59,13,修复空白窗口报错,2025-12-14
图片格式转换,https://getquicker.net/Sharedaction?code=14e7e0ef-e451-4514-1933-08ddfab0d924,支持几十种格式转换，处理速度极快。,通用,独木不成林同学,https://getquicker.net/User/281467/%E7%8B%AC%E6%9C%A8%E4%B8%8D%E6%88%90%E6%9E%97%E5%90%8C%E5%AD%A6,18.4 KB,2025-09-25 01:08,5,修改：改用quicker官方依赖包，增加稳定性。,2025-12-14
格式刷+,https://getquicker.net/Sharedaction?code=50dbfc92-2bdd-4db2-8543-08dd87995c6c,wps格式刷加强版，单机进行一次格式化，（悬浮动作的情况下）双击动作可以连续格式化,WPS Office,chrosic,https://getquicker.net/User/945817/chrosic,19.7 KB,2025-05-01 03:05,8,"~.适配MS office
~.增添新的flaui判断",2025-12-14
智慧菜单,https://getquicker.net/Sharedaction?code=3570304f-80f0-42ee-321c-08daf053a987,最好用的快捷菜单💗根据不同场景弹出不同的菜单，高度自定义！现已支持指定程序、网址、选中文本、选中文件场景，右键有完善的配置菜单流程。,通用,韩道友,https://getquicker.net/User/684393/%E9%9F%A9%E9%81%93%E5%8F%8B,334.4 KB,2023-01-07 19:44,46,~优化场景的黑名单逻辑,2025-12-14
门板层板中竖板,https://getquicker.net/Sharedaction?code=84083e39-5488-4d84-29ee-08de391694ad,门板，层板，中竖板,海迅极速设计,花街十三少,https://getquicker.net/User/1299220/%E8%8A%B1%E8%A1%97%E5%8D%81%E4%B8%89%E5%B0%91,259.3 KB,2025-12-12 14:31,4,优化,2025-12-14
程序笔记,https://getquicker.net/Sharedaction?code=022fdcb9-4318-49cd-d06a-08dd090a5bee,支持markdown格式语法渲染的程序笔记,通用,轻叹流年去,https://getquicker.net/User/686001/%E8%BD%BB%E5%8F%B9%E6%B5%81%E5%B9%B4%E5%8E%BB,102.2 KB,2024-11-20 20:31,24,+ 增加失焦自动关闭并保存内容,2025-12-14
