动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
choco安装软件,https://getquicker.net/Sharedaction?code=01592053-467e-4371-8eb5-08dcaeb3ff7a,在windows系统中快速安装软件，使用的是chocolatey，自动安装choco，自动下载需要的软件,通用,ii6uu992,https://getquicker.net/User/997056/ii6uu992,10.7 KB,2024-07-28 19:47,0,,2024-07-29
取消关联上下文菜单,https://getquicker.net/Sharedaction?code=37cc254b-646a-4708-8eb1-08dcaeb3ff7a,https://getquicker.net/QA/Question/26971,Quicker,H-D-G,https://getquicker.net/User/679811/H-D-G,22.9 KB,2024-07-28 18:31,0,,2024-07-29
ChatAI,https://getquicker.net/Sharedaction?code=2b39c8e4-cc75-4e6b-b98a-08dca0782eac,快速AI问答、连续问答、文章书籍AI问答、多文件AI问答......，不限文件大小，本地向量化永久储存。直接选择需要问答的文件即可，也可结合zotero使用更方便。分为普通对话模式和文章对话模式，普通直接使用即可，文章对话模式需要下载模型。,通用,周启,https://getquicker.net/User/20349/%E5%91%A8%E5%90%AF,503.5 KB,2024-07-11 11:24,14,"1.修正SiliconFlow接口和通义千问接口不能连续对话的问题
2.增加将自定义AI模型自动添加到AI模型列表当中",2024-07-29
后台获取指定内容,https://getquicker.net/Sharedaction?code=163aca18-5576-4432-57bf-08dcaccb90ad,浏览器后台可以根据CSS/XPath获取指定内容的文本，支持reg正则表达式提取文本，支持自定义输出提示信息,通用,Qqwaw,https://getquicker.net/User/945817/Qqwaw,8.9 KB,2024-07-26 22:32,3,为变量写了备注，方便自行修改代码,2024-07-29
智能备份,https://getquicker.net/Sharedaction?code=8dfe1e68-33f0-4329-14ae-08da4a84097c,笔记的最好伴侣，从此数据无忧,SuperMemo 18,风未知,https://getquicker.net/User/59944/%E9%A3%8E%E6%9C%AA%E7%9F%A5,585.6 KB,2022-06-11 12:26,179,修复了未勾选 应用关闭触发的备份显示进度条 时在此备份之后会为所有备份都会添加 closed 标记的 bug,2024-07-29
表单修改子程序演示,https://getquicker.net/Sharedaction?code=91cf031d-5dd6-4be2-8eab-08dcaeb3ff7a,挑选测试无输入类型限制，无分组测试限制，列名/变量名/词典键名同理，测试这几种表单都能用,通用,瞑空凌,https://getquicker.net/User/769338/%E7%9E%91%E7%A9%BA%E5%87%8C,20.5 KB,2024-07-28 15:27,0,,2024-07-29
PS取色填充,https://getquicker.net/Sharedaction?code=198718bc-1f79-490f-73c3-08dbb7994b31,取屏幕任意位置颜色填充图层。,Adobe Photoshop,ZTOA10,https://getquicker.net/User/234516/ZTOA10,7 KB,2023-09-18 16:33,3,尝试处理错误提示,2024-07-29
自定义区域\n相对坐标,https://getquicker.net/Sharedaction?code=d403cf9e-6af2-4d1e-85a4-08dcaae510d0,获取自定义区域的相对坐标。自由框选区域。,通用,M-cc,https://getquicker.net/User/521120/M-cc,66.6 KB,2024-07-23 21:53,4,+完善增加获取百分比格式的坐标类型。【可右键菜单中设置修改】,2024-07-29
屏幕录制,https://getquicker.net/Sharedaction?code=37f75faf-19db-457b-0c8a-08dbf467792d,纯Quicker模块打造录屏动作，简单轻量！同时支持GIF录制！,通用,M-cc,https://getquicker.net/User/521120/M-cc,379.6 KB,2023-12-05 00:57,53,~修复多屏幕录制提示窗口点击X关闭后仍然录制的问题。（关闭提示窗口则取消录制）,2024-07-29
消失吧,https://getquicker.net/Sharedaction?code=d9d6e17d-8730-4719-8ea7-08dcaeb3ff7a,将选中的物体移入新图层后立刻隐藏,Rhino,fish.Sir,https://getquicker.net/User/1752/fish.Sir,4.4 KB,2024-07-28 12:59,0,,2024-07-29
文器,https://getquicker.net/Sharedaction?code=d3dcdaf2-1544-43b8-17c3-08d7dec8856a,集大成的文本处理利器,通用,治钧,https://getquicker.net/User/21417/%E6%B2%BB%E9%92%A7,266 KB,2020-04-13 03:18,65,- 替换中自动保存最近使用过的正则表达式,2024-07-29
坐姿提醒,https://getquicker.net/Sharedaction?code=2c348936-9a5f-4e16-8e8a-08dcaeb3ff7a,不定时进行提醒健康坐姿，每一小时提醒起来走走。建议添加自动启动。,通用,GX1D,https://getquicker.net/User/13155/GX1D,5.6 KB,2024-07-28 11:18,0,,2024-07-29
输入框增强AI,https://getquicker.net/Sharedaction?code=dc308cd4-082f-4074-0b89-08dc9d9ab057,让所有输入框/文字编辑器智能化 + 划词翻译/解析,通用,Donnie_L,https://getquicker.net/User/199719/Donnie_L,227.7 KB,2024-07-07 21:44,33,修复默认模式，获词失败时“用户输入模式”未启动,2024-07-29
导航灵,https://getquicker.net/Sharedaction?code=32c087d8-cf59-42ec-88d6-08db7c310e7e,网页收藏/导航/搜索/标签管理网页,Google Chrome,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,134.6 KB,2023-07-04 13:05,36,优化,2024-07-29
一键置入PS,https://getquicker.net/Sharedaction?code=59498e0a-a10c-4a67-180b-08dbbd6a6295,将选中素材一键置入正在编辑的PSD中(Photoshop),Adobe Photoshop,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,19.3 KB,2023-09-26 10:12,16,"优化Eagle的置入[感谢""不想玩啦""的反馈]",2024-07-29
文本处理(分组版),https://getquicker.net/Sharedaction?code=4fad09f9-386b-4d40-e624-08daec87275d,"固定位置显示,使用后不会关闭.方便多次文本操作",通用,zdf153,https://getquicker.net/User/20184/zdf153,317.2 KB,2023-01-02 19:33,5,增加正则提取,2024-07-29
正则提取,https://getquicker.net/Sharedaction?code=467eeebf-9af4-46a1-acc8-08dcadd628ae,正则提取测试,Quicker,zdf153,https://getquicker.net/User/20184/zdf153,17.6 KB,2024-07-28 00:27,1,1,2024-07-29
