动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
多表格匹配,https://getquicker.net/Sharedaction?code=a29c18dd-b4f6-4aad-f70d-08dd20c7aae1,可以一键匹配多表格或多工作簿的相同列,Microsoft Excel,弗利沙大王,https://getquicker.net/User/1148124/%E5%BC%97%E5%88%A9%E6%B2%99%E5%A4%A7%E7%8E%8B,13.1 KB,2024-12-20 22:42,2,图标,2024-12-21
Anki制卡助手,https://getquicker.net/Sharedaction?code=28c25894-499d-40a7-29ed-08dd02675474,Anki快速制卡，可以保存四个配置，来回切换，多个字段随意添加,Anki,墨尹琳,https://getquicker.net/User/173735/%E5%A2%A8%E5%B0%B9%E7%90%B3,529.1 KB,2024-11-11 23:41,9,"修复重大BUG  字段值5导入到了标签中导致制卡失败
这么严重的问题一直没反馈  看来大家都不更新一直用的旧版啊",2024-12-21
示例：批量状态读写,https://getquicker.net/Sharedaction?code=c3cc5a62-f59b-4952-f70c-08dd20c7aae1,不限制数量，动态，因没在子程序找到同样的，所以搞个,通用,瞑空凌,https://getquicker.net/User/769338/%E7%9E%91%E7%A9%BA%E5%87%8C,6.5 KB,2024-12-20 21:59,1,-添加注释和删除,2024-12-21
文本中转站,https://getquicker.net/Sharedaction?code=a15ec21f-5e13-4267-ef59-08dc7894979b,文本拖放中转站,通用,FaniX,https://getquicker.net/User/52603/FaniX,54.6 KB,2024-05-21 14:59,4,"修复无边框窗口关闭后丢失改动的问题
使用新的窗口位置记录方法，支持无边框窗口恢复窗口位置
支持将文本拖放为文件",2024-12-21
微信步数,https://getquicker.net/Sharedaction?code=acc9af3f-3b99-4c5c-0236-08dd1eefe9dc,一键刷微信步数,通用,sharklaka,https://getquicker.net/User/826879/sharklaka,40.5 KB,2024-12-18 09:52,3,修复报错,2024-12-21
表格/文字常用工具2.6,https://getquicker.net/Sharedaction?code=fb16360d-5736-40e7-94d8-08dc6f0c8aa6,WPS和Office常用VBA宏指令集[Excel/Word/PPT],WPS Office,Ulookperfect...,https://getquicker.net/User/675682/Ulookperfecttonight,327.6 KB,2024-05-08 14:47,47,"1.不再重复储存每一次循环的菜单列表，改为quicker的""状态存取""实现菜单的保存；
2.增加网络备份和网络备份的恢复，这个功能可以将当前的菜单布局及内容储存到quicker的网站内，但是普通用户限制大小为100kb【quicker网站限制】；
3.与网络备份不同，现在可以将菜单的内容备份在本地文件夹，文件夹的路径为我的文档/quicker/SCT-D，可以备份最多10条，并可以在恢复菜单自由选择恢复到哪一版；
4.修改了右键菜单的布局和图标颜色，使整体外观更加整洁；
5.修复了分组内只有一个VBA或子程序不能删除的bug。这个bug是因为记录点击次数的步骤组因为无法提取输入date的title而报错；
6.修改首次运行判断为true后的运行逻辑，现在不会再新建任何文件，除非手动备份；
7.修改分组的列数为0（自动），以方便展示文字标题更长的VBA或子程序；
8.删除一些不必要的步骤和变量，将菜单的Json优化为从网络下载而不是多次集成在动作内，现在整体动作的大小已经缩减到300kb左右；",2024-12-21
大写计算器,https://getquicker.net/Sharedaction?code=d4690e52-7c65-49d5-d056-08dd090a5bee,可计算包含公式的选中文字，并可输出大写结果。,通用,知产二大爷,https://getquicker.net/User/565334/%E7%9F%A5%E4%BA%A7%E4%BA%8C%E5%A4%A7%E7%88%B7,31 KB,2024-11-20 14:59,11,修复bug,2024-12-21
批量不显示聊天,https://getquicker.net/Sharedaction?code=a3842f27-096b-44a2-ec6c-08dd1fd8e628,适用于批量关闭聊天列表。批量点击 微信“不显示聊天”、企业微信“不显示”、TIM“移除会话列表”。聊天记录不受影响。,WeChat,Mr.Wen150,https://getquicker.net/User/992942/Mr.Wen150,4.4 KB,2024-12-20 14:45,0,,2024-12-21
Gitee图床（优化版）,https://getquicker.net/Sharedaction?code=9ad73304-bb53-4443-1df3-08dd1c1023c2,将剪贴板图片或截图上传至自己的Gitee图床，获取图片链接，可设置图片大小限制,通用,Aleegod,https://getquicker.net/User/810616/Aleegod,82.7 KB,2024-12-14 23:32,4,"新增了一种图床模式,不会使图片直接暴漏在仓库中",2024-12-21
倒计时运行,https://getquicker.net/Sharedaction?code=8c512917-193b-4973-ec5e-08dd1fd8e628,倒计时运行动作(自定义),通用,乐昂岚【接定制】,https://getquicker.net/User/81137/%E4%B9%90%E6%98%82%E5%B2%9A%E3%80%90%E6%8E%A5%E5%AE%9A%E5%88%B6%E3%80%91,21 KB,2024-12-20 00:00,2,设置默认值,2024-12-21
Copy小助手,https://getquicker.net/Sharedaction?code=6dba764f-3d36-4fe7-19e3-08dd09fc4d1b,专为复制专利xml文件设计的Copy小助手。,通用,知产二大爷,https://getquicker.net/User/565334/%E7%9F%A5%E4%BA%A7%E4%BA%8C%E5%A4%A7%E7%88%B7,8.3 KB,2024-11-21 16:37,3,增加excel模式，以解决excel中无法复制的bug,2024-12-21
在线Ping,https://getquicker.net/Sharedaction?code=f25bf090-f022-4b46-482d-08dc59347e50,itdog 快速ping,Google Chrome,Aimony,https://getquicker.net/User/507794/Aimony,7.2 KB,2024-04-10 19:36,4,"fix
  修复 域名:端口 情况下正则校验失败问题",2024-12-21
思源笔记批量添加删除线,https://getquicker.net/Sharedaction?code=25e8e7ae-97a6-4df7-ec6a-08dd1fd8e628,思源笔记多选文档块时，批量添加删除线。,SiYuan,Raymond2012,https://getquicker.net/User/319497/Raymond2012,4.1 KB,2024-12-20 14:01,0,,2024-12-21
开机自启管理,https://getquicker.net/Sharedaction?code=1b11ad1a-2ea4-4b69-fd19-08d95c672ca9,管理开机自启,通用,FaniX,https://getquicker.net/User/52603/FaniX,8.5 KB,2021-08-12 11:58,3,在表格字段中增加窗口选择工具,2024-12-21
公文排版,https://getquicker.net/Sharedaction?code=b988e137-7bc3-4cd3-a7fd-08dad6aa6376,根据党政机关公文国标，利用VBA进行公文排版（支持WORD和WPS）,Microsoft Word,臭冬瓜,https://getquicker.net/User/3249/%E8%87%AD%E5%86%AC%E7%93%9C,1.5 MB,2022-12-06 16:37,227,增强对文章标题的识别（结尾不能是：）,2024-12-21
