动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
图片转生,https://getquicker.net/Sharedaction?code=a44ff70c-1505-4478-730d-08d947a02d97,最好用的图片转格式,通用,Poto,https://getquicker.net/User/137838/Poto,52.8 KB,2021-07-16 04:04,20,优化,2024-05-30
智能计算器,https://getquicker.net/Sharedaction?code=1ae2f763-3fa6-447f-91d7-08dc79843f34,"实时计算，高效,支持多种数学运算。",通用,翱翔,https://getquicker.net/User/178545/%E7%BF%B1%E7%BF%94,257.8 KB,2024-05-22 14:21,19,"按回车自动记录和复制，更便捷
优化计算",2024-05-30
剪贴板输出文/图,https://getquicker.net/Sharedaction?code=927419d0-2723-46b1-1a23-08dbfbd5ce70,从剪贴板获取并输出到指定文件夹 文件/图片/文本 改版好上加好！！！——鸣谢：CL,通用,suyekun,https://getquicker.net/User/559425/suyekun,27.1 KB,2023-12-13 21:46,4,"1.给动作写了注释，方便后期更改
2.作者现在五年级下册，要期末了，不怎么会看评价，望谅解！！！
3.给个赞吧！！！！！点赞了什么反馈都会听！！！",2024-05-30
全能欧路查词,https://getquicker.net/Sharedaction?code=1d0de8eb-1ce1-4741-65c0-08dc7f7256e7,支持OCR识别查询，支持其他任何程序调用、划词、剪切板查单词,通用,ex-man,https://getquicker.net/User/607921/ex-man,35.1 KB,2024-05-29 21:53,0,,2024-05-30
收纳库,https://getquicker.net/Sharedaction?code=7a9cc299-b64a-4c72-c2f4-08dc74bc40ca,一个集收纳、检索、管理于一体的多层选项搜索框,通用,dalou,https://getquicker.net/User/76824/dalou,267.6 KB,2024-05-16 08:46,6,"1.修复浏览器书签获取错误；
2.优化云端同步流程；
3.增加输入框文本选择工具",2024-05-30
书签,https://getquicker.net/Sharedaction?code=4e58eb3a-3d77-422f-e357-08dc7e4881b3,获取浏览器书签,通用,dalou,https://getquicker.net/User/76824/dalou,23.8 KB,2024-05-28 08:59,4,修复列表选项空格错误导致的级别混乱,2024-05-30
Everything Pro,https://getquicker.net/Sharedaction?code=b651041a-4ec5-4d8f-bed0-08dc4ec30b16,1.在当前文件夹里搜索选中的文字（有路径且选中文字）；2.全局搜索选中的文字；3.在选中文件夹里搜索；4.在当前文件夹里搜索（有路径无文字）；5.仅打开空白Everything（桌面/无文字/无路径等）。,通用,九牧,https://getquicker.net/User/33598/%E4%B9%9D%E7%89%A7,58.7 KB,2024-03-29 12:28,6,获取选中文本时，将换行符替换为空格（常见于excel中选中一个以上单元格）,2024-05-30
区域测量,https://getquicker.net/Sharedaction?code=92f8aa0e-ad95-4559-65bc-08dc7f7256e7,测量选中区域的位置和尺寸，计算并输出程序缩放前的原始尺寸，自定义缩放倍率等,通用,ex-man,https://getquicker.net/User/607921/ex-man,11.7 KB,2024-05-29 19:18,0,,2024-05-30
定时任务,https://getquicker.net/Sharedaction?code=ee574ebe-f541-42a7-9fe3-08dc7d53f313,可以用于处理一些重复且需要固定时间做到的事情，比如游戏抢道具，自动保存等等。,通用,huasio,https://getquicker.net/User/20962/huasio,213.5 KB,2024-05-27 19:01,14,1. 优化一些文案,2024-05-30
打开微信/隐藏微信,https://getquicker.net/Sharedaction?code=7089ced8-8b12-4345-88b6-08dc73ca9fbc,配合鼠标高级触发，快速打开微信/隐藏微信,通用,金熙是何年,https://getquicker.net/User/718736/%E9%87%91%E7%86%99%E6%98%AF%E4%BD%95%E5%B9%B4,6.3 KB,2024-05-15 14:37,3,更新，未打开微信时不执行隐藏窗口,2024-05-30
