动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
ChatWindow,https://getquicker.net/Sharedaction?code=2ff0b580-b757-4716-5a83-08dbfdbb1fb8,一个简单易用的AI动作，让前沿的人工智能技术变成易于使用的生产力工具,通用,H-D-G,https://getquicker.net/User/679811/H-D-G,100.2 KB,2023-12-16 20:13,34,~ 修复话会搜索不匹配大写的Bug,2024-02-07
股泡泡,https://getquicker.net/Sharedaction?code=df541953-45fa-49b7-7e63-08dc260ac806,桌面隐藏式股票盯盘（交易时间才会刷新）,通用,kioor,https://getquicker.net/User/585180/kioor,68.6 KB,2024-02-06 16:04,1,"1.右键新增修改显示位置
2.右键新增修改字体大小",2024-02-07
桌面便签,https://getquicker.net/Sharedaction?code=8235d8c9-7eee-46b4-5d8f-08dc207356cf,可在动作右键菜单中把常用功能加入桌面鼠标右键,通用,kioor,https://getquicker.net/User/585180/kioor,137.9 KB,2024-01-29 16:18,9,新增关闭桌面便签功能,2024-02-07
Disable LSA,https://getquicker.net/Sharedaction?code=7355374c-8bfb-420f-7e61-08dc260ac806,解决共享目录密码错误问题，关闭 Windows Local Security Authority ,通用,火腿加小鸡,https://getquicker.net/User/800098/%E7%81%AB%E8%85%BF%E5%8A%A0%E5%B0%8F%E9%B8%A1,1.6 KB,2024-02-06 14:22,0,,2024-02-07
搜Endnote,https://getquicker.net/Sharedaction?code=b12c82cf-9623-4d2f-39d0-08d7bfff7792,在本地Endnote库中搜索选中内容。要求已经打开Endnote软件，并且Endnote不在编辑模式。,EndNote X8 (Bld 10063),bingyucas,https://getquicker.net/User/120954/bingyucas,5.7 KB,2020-03-04 16:14,3,新增“删除空格”功能,2024-02-07
Translator,https://getquicker.net/Sharedaction?code=04393db9-f4bc-4871-7fb6-08db2506d1ed,极致UI！ChatGPT、谷歌镜像、免费DeepL；14+5个翻译引擎；划词、截图、输入、语音翻译/查词,通用,zryan,https://getquicker.net/User/539621/zryan,551.1 KB,2023-03-16 00:45,30,"1. 修复：鼠标手势触发动作时窗口宽度不正常
2. 新增：窗口折叠功能
3. 新增：窗口固定但不置顶模式（通过左上角钉子按钮进行切换）
4. 优化：提示用户：当动作存在其它实例时设置无法保存",2024-02-07
Everything Pro,https://getquicker.net/Sharedaction?code=6e1bf4d3-d7cc-4820-7e5e-08dc260ac806,设置Everything搜索优先级：1.在当前路径下选中文本进行Everything搜索；2.选中文本进行Everything搜索；3.仅打开Everything（非以Desktop结尾的当前路径）；4.仅打开Everything（无任何关键词或路径）【在苏小姐的“搜索Everything_Pro”基础上修改】,通用,九牧,https://getquicker.net/User/33598/%E4%B9%9D%E7%89%A7,15.5 KB,2024-02-06 00:30,2,将CLSID路径调整为全局搜索,2024-02-07
增值税含税金额计算,https://getquicker.net/Sharedaction?code=271b4065-844a-4fb7-7e57-08dc260ac806,例如含税金额100元，13%的税率则含的税金是11.50元。改版自EXXD的代码，感谢。,通用,啊Quicker,https://getquicker.net/User/599347/%E5%95%8AQuicker,10.6 KB,2024-02-05 17:05,1,细节调整,2024-02-07
发至微信,https://getquicker.net/Sharedaction?code=18782fbd-8cce-44d3-eb39-08dc028b8346,文本/文件/截图发送至指定联系人(支持群发/通讯录采集),WeChat,huanggc66,https://getquicker.net/User/9010/huanggc66,49.7 KB,2023-12-22 11:44,2,增加 通讯录采集 功能,2024-02-07
压缩备份,https://getquicker.net/Sharedaction?code=a3f865b0-965c-423c-9464-08dc0bfef0d0,将当前文件夹中的所有文件备份到压缩包中,Windows 资源管理器,Dominic_Yu,https://getquicker.net/User/636973/Dominic_Yu,5.9 KB,2024-01-04 11:58,2,默认文件名为父文件夹命+时间（原来quicker的压缩默认就是这样命名的啊）,2024-02-07
