动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
能搜,https://getquicker.net/Sharedaction?code=574d2971-5673-4abe-b66e-08dc8c86488e,试着搜索,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,92.1 KB,2024-06-15 00:36,42,搜索标签,2025-02-09
计算器,https://getquicker.net/Sharedaction?code=1ae2f763-3fa6-447f-91d7-08dc79843f34,实时计算，高效便捷，历史记录，汇率，日期计算，数据统计的多功能计算器,通用,astroStar,https://getquicker.net/User/178545/astroStar,506.3 KB,2024-05-22 14:21,252,优化,2025-02-09
输入法状态提示,https://getquicker.net/Sharedaction?code=b647166d-d0b2-48eb-cfb5-08dd47d3185d,提示“中英”“大小写”“小键盘”状态,通用,今日凌波明日香,https://getquicker.net/User/1046814/%E4%BB%8A%E6%97%A5%E5%87%8C%E6%B3%A2%E6%98%8E%E6%97%A5%E9%A6%99,17.3 KB,2025-02-08 23:36,0,,2025-02-09
AI-OCR识别,https://getquicker.net/Sharedaction?code=64f46959-63e3-43bc-1981-08dd32d69a62,使用大模型的多模态能力进行OCR识别，多语言识别,通用,车站里的守望者,https://getquicker.net/User/140826/%E8%BD%A6%E7%AB%99%E9%87%8C%E7%9A%84%E5%AE%88%E6%9C%9B%E8%80%85,29.5 KB,2025-01-13 13:40,6,更新了图片的上传方式，以适应更多平台，比如gemini,2025-02-09
汇率计算器,https://getquicker.net/Sharedaction?code=e37d85dc-59ba-41a7-cfa5-08dd47d3185d,【首发认证】汇率计算器,通用,【推荐】该动作用户少，但用量大,https://getquicker.net/User/412766/%E3%80%90%E6%8E%A8%E8%8D%90%E3%80%91%E8%AF%A5%E5%8A%A8%E4%BD%9C%E7%94%A8%E6%88%B7%E5%B0%91%EF%BC%8C%E4%BD%86%E7%94%A8%E9%87%8F%E5%A4%A7,4.7 KB,2025-02-08 11:32,4,优化,2025-02-09
快递地址解析,https://getquicker.net/Sharedaction?code=61848163-1fef-4120-cfab-08dd47d3185d,快递地址解析,通用,侧耳倾听&,https://getquicker.net/User/565162/%E4%BE%A7%E8%80%B3%E5%80%BE%E5%90%AC%26,25.8 KB,2025-02-08 15:43,4,1,2025-02-09
ChatAI,https://getquicker.net/Sharedaction?code=1cd157f5-026d-4079-f125-08dd4113b69a,📸图文提问，👆划词即答，ChatAI🤖让知识触手可及，效率大幅提升！🚀,通用,『扪』,https://getquicker.net/User/432041/%E3%80%8E%E6%89%AA%E3%80%8F,558.7 KB,2025-01-31 21:22,8,"  【新增】
等待时间1：「获取选中文本」等待剪贴板时间 ms
等待时间2：「获取剪贴板文本」等待时间 ms 
  【优化】优化历史对话功能",2025-02-09
批量快递查询,https://getquicker.net/Sharedaction?code=f33c2479-6186-442f-dbb4-08dd3a7ac243,用于查询快递信息,通用,侧耳倾听&,https://getquicker.net/User/565162/%E4%BE%A7%E8%80%B3%E5%80%BE%E5%90%AC%26,39.6 KB,2025-01-22 13:52,13,1,2025-02-09
日期计算器pro,https://getquicker.net/Sharedaction?code=25496d60-d2ef-41c6-fbfd-08dcd8ffb2e2,AI设计的动作，一个界面简单，但功能不简单的日期计算器,通用,【推荐】该动作用户少，但用量大,https://getquicker.net/User/412766/%E3%80%90%E6%8E%A8%E8%8D%90%E3%80%91%E8%AF%A5%E5%8A%A8%E4%BD%9C%E7%94%A8%E6%88%B7%E5%B0%91%EF%BC%8C%E4%BD%86%E7%94%A8%E9%87%8F%E5%A4%A7,7.9 KB,2024-09-20 09:50,7,增加滚轮，可变化相差天数,2025-02-09
亲戚称呼计算器【首发】,https://getquicker.net/Sharedaction?code=0ecf4792-62cf-42b7-30c5-08dd46c83758,【首发认证】如何称呼对方：中国家庭称谓计算器，亲戚称呼计算器，亲属关系计算器，辈分计算器,通用,【推荐】该动作用户少，但用量大,https://getquicker.net/User/412766/%E3%80%90%E6%8E%A8%E8%8D%90%E3%80%91%E8%AF%A5%E5%8A%A8%E4%BD%9C%E7%94%A8%E6%88%B7%E5%B0%91%EF%BC%8C%E4%BD%86%E7%94%A8%E9%87%8F%E5%A4%A7,110.7 KB,2025-02-08 00:00,3,【首发认证】优化,2025-02-09
AI绘画,https://getquicker.net/Sharedaction?code=eab3232f-84a0-46ba-cfae-08dd47d3185d,  选中（或输入）提示词，运行动作，调用硅基流动或 Pollinations Al 的免费生图模型生成图片,通用,seekう,https://getquicker.net/User/548126/seek%E3%81%86,59 KB,2025-02-08 17:24,0,,2025-02-09
亲戚称呼计算器增强版,https://getquicker.net/Sharedaction?code=43e7c2c9-d97b-4908-cfaa-08dd47d3185d,"亲戚称呼计算器,亲属关系计算器,亲戚称谓计算器,辈分计算器",通用,astroStar,https://getquicker.net/User/178545/astroStar,61.1 KB,2025-02-08 15:25,1,优化,2025-02-09
定坐标旋转,https://getquicker.net/Sharedaction?code=4719df58-ca1b-4502-cfa9-08dd47d3185d,绕对象坐标位置旋转，加载后空格重复或命令xz即可,AutoCAD Application,404ER,https://getquicker.net/User/916847/404ER,1.4 KB,2025-02-08 15:06,0,,2025-02-09
yt-dlp下载视频,https://getquicker.net/Sharedaction?code=80878eae-5441-489c-f9e3-08dc50b4b80a,目前只测试yt-dlp下载YouTube/BiliBili视频，需要提前适配好ffmpeg环境,Microsoft Edge,ZTOA10,https://getquicker.net/User/234516/ZTOA10,19.7 KB,2024-03-31 22:41,4,~ 更新依赖文件,2025-02-09
RunEver,https://getquicker.net/Sharedaction?code=6c78a4cd-0f73-4d79-b168-08dcd509a79f,基于Everything的快速启动器，模仿自RunAny,通用,轻叹流年去,https://getquicker.net/User/686001/%E8%BD%BB%E5%8F%B9%E6%B5%81%E5%B9%B4%E5%8E%BB,296.3 KB,2024-09-15 18:35,81,-,2025-02-09
一键保存所有并关闭,https://getquicker.net/Sharedaction?code=fb938a58-9bc5-472f-cfa7-08dd47d3185d,PS一键保存所有文档并关闭所有文档,Adobe Photoshop,ahzc,https://getquicker.net/User/941085/ahzc,1.9 KB,2025-02-08 12:39,0,,2025-02-09
系统工具集,https://getquicker.net/Sharedaction?code=42da3d12-4d9e-4fcf-8720-08dceb3bdfc8,集系统优化、常用功能于一体，主打一个方便,通用,ZTOA10,https://getquicker.net/User/234516/ZTOA10,155.7 KB,2024-10-14 15:41,7,~ WIFI密码,2025-02-09
随机密码生成,https://getquicker.net/Sharedaction?code=44371c4c-6952-44c7-cfa3-08dd47d3185d,快速生成随机密码,通用,syhc,https://getquicker.net/User/64098/syhc,10 KB,2025-02-08 11:22,0,,2025-02-09
