动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
彩云天气,https://getquicker.net/Sharedaction?code=ece9d8ba-4566-4579-a66a-9694f7d45155,无密钥城市天气：当前状况与未来 5 天预报（Open-Meteo）,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,37 KB,2026-09-04 13:50,1,,2026-09-04
游戏活动看板,https://getquicker.net/Sharedaction?code=c864a6ab-b43e-425b-a6c8-7bd0838a95be,ai总结活动,雷电模拟器,起风了zizizi,https://getquicker.net/User/1246107/%E8%B5%B7%E9%A3%8E%E4%BA%86zizizi,24.3 KB,2026-09-03 20:09,6,更改样式,2026-09-04
创建快捷方式到桌面,https://getquicker.net/Sharedaction?code=a5428fae-a0da-41ea-9281-41da49d693bc,将选择的文件、文件夹创建快捷方式到桌面,通用,sharklaka,https://getquicker.net/User/826879/sharklaka,4.6 KB,2026-09-03 16:02,1,,2026-09-04
动作链,https://getquicker.net/Sharedaction?code=ca95211e-3494-406a-97c8-4f6f79bfd37d,按组管理并顺序执行多个 Quicker 动作；传入组名可直接运行对应动作链。,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,31.1 KB,2026-09-03 11:58,2,新加入动作的“等待完成”现在默认不勾选。,2026-09-04
Codex 完成后,https://getquicker.net/Sharedaction?code=f5edc3b9-3ab0-48aa-bd52-3c70fe6d75f0,实时显示Codex对话监控进度；全部结束后按选择发送通知、安排关机或运行指定 Quicker 动作。,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,36.1 KB,2026-09-03 11:24,1,,2026-09-04
英句纠错,https://getquicker.net/Sharedaction?code=775f3912-e95f-4b8b-9613-08df08fa4fd1,选中英文句子后运行，自动纠正语法与表达、解释原因并复制修正版；需自备 DeepSeek API Key。,通用,day.,https://getquicker.net/User/736445/day.,27.3 KB,2026-09-03 08:24,2,可右键配置deepseek api key,2026-09-04
SVG编辑器,https://getquicker.net/Sharedaction?code=40f33c98-a3d1-4f15-9612-08df08fa4fd1,SVG编辑器,通用,enough!,https://getquicker.net/User/897144/enough!,63.2 KB,2026-09-03 01:52,1,,2026-09-04
休息一下,https://getquicker.net/Sharedaction?code=43a8f95a-c01f-45a0-9610-08df08fa4fd1,专注计时，休息提醒，白噪音和待办清单,通用,ding咕咕嘎嘎,https://getquicker.net/User/1401116/ding%E5%92%95%E5%92%95%E5%98%8E%E5%98%8E,54.5 KB,2026-09-03 01:40,1,,2026-09-04
暴走打龙活动,https://getquicker.net/Sharedaction?code=1813e7a2-d520-470e-8fbe-2c88a1e5fee2,暴走英雄坛 的打龙活动，需要搭配https://getquicker.net/Sharedaction?code=072ae42a-7160-4e50-d169-08deb995c62e，此动作使用,雷电模拟器,起风了zizizi,https://getquicker.net/User/1246107/%E8%B5%B7%E9%A3%8E%E4%BA%86zizizi,501.5 KB,2026-09-02 22:02,3,修复bug,2026-09-04
真元计算器,https://getquicker.net/Sharedaction?code=7fa2c51a-0675-486f-1daa-08df04b65c4d,暴走英雄坛游戏真元计算器,雷电模拟器,起风了zizizi,https://getquicker.net/User/1246107/%E8%B5%B7%E9%A3%8E%E4%BA%86zizizi,35.4 KB,2026-08-29 14:24,8,增加难度调整使用说明，,2026-09-04
自动操作,https://getquicker.net/Sharedaction?code=9c91b7ab-3cd6-44d9-913a-08ddfd84d7bc,录制常用键鼠操作，一键回放解放双手。,通用,糕等杠鲸,https://getquicker.net/User/994534/%E7%B3%95%E7%AD%89%E6%9D%A0%E9%B2%B8,676 KB,2025-09-27 22:08,11,"1、新增：【列表右键-其他-下载动作源文件】。
2、新增：【脚本右键-恢复鼠标】。可为每个脚本单独设置恢复位置，优先级高于“设置-运行-恢复鼠标位置”。
3、修复bug。",2026-09-04
文件标记/检索,https://getquicker.net/Sharedaction?code=0f21c64f-84eb-41a4-6ec4-08de2b8fcec0,DO中对文件和文件夹进行标记/检索,Directory Opus,冰雷木子,https://getquicker.net/User/749380/%E5%86%B0%E9%9B%B7%E6%9C%A8%E5%AD%90,312.8 KB,2025-11-25 09:28,16,尝试优化高分辨率显示效果,2026-09-04
悬浮动作控制,https://getquicker.net/Sharedaction?code=ba830c1a-fb25-4f0c-0bd9-08dd8eff6b2a,对悬浮动作进行对齐/置顶等,鲨鱼,sharklaka,https://getquicker.net/User/826879/sharklaka,60.5 KB,2025-05-10 19:14,7,2.0,2026-09-04
短信接收,https://getquicker.net/Sharedaction?code=3e56bbb3-2206-443f-697f-08dcdd0ca208,快捷填写验证码或接收其他短信,鲨鱼,sharklaka,https://getquicker.net/User/826879/sharklaka,84 KB,2024-09-26 10:09,19,默认显示前20个字,2026-09-04
