动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
图床,https://getquicker.net/Sharedaction?code=c4859f64-e777-4343-91a5-08dba50be756,选中图片上传图床/阿里云/腾讯云/七牛云(支持剪贴板),通用,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,52.4 KB,2023-08-25 15:51,14,优化,2024-06-30
截屏绘OCR,https://getquicker.net/Sharedaction?code=8ddf9a84-2404-4bdb-ebcb-08dc84f6bb0e,[50种功能处理]GIF/长截图/录屏/图片处理/滤镜/魔术擦/抠图/画笔/翻译/批量识别,通用,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,392.8 KB,2024-06-06 00:01,44,贴优化,2024-06-30
下载图片,https://getquicker.net/Sharedaction?code=cabf0ece-1ba7-460c-11a7-08db8c4f03af,可以说是目前最好的下载网页图片工具！支持任意图片，只需鼠标点击图片即可下载至本地，支持单选、多选两种模式！,Google Chrome,南望山,https://getquicker.net/User/684393/%E5%8D%97%E6%9C%9B%E5%B1%B1,59.9 KB,2023-07-24 22:47,15,更新logo,2024-06-30
框选生成_随机数,https://getquicker.net/Sharedaction?code=6e69d86d-0e47-4919-5a51-08dc97ed6dcb,框选生成1-100随机数,Microsoft Excel,niudehen,https://getquicker.net/User/94108/niudehen,1.7 KB,2024-06-29 20:54,0,,2024-06-30
计算,https://getquicker.net/Sharedaction?code=11a85dfb-3603-4dba-5a4f-08dc97ed6dcb,通用计算器,通用,FaniX,https://getquicker.net/User/52603/FaniX,88 KB,2024-06-29 20:12,0,,2024-06-30
颜色精灵,https://getquicker.net/Sharedaction?code=b23a9830-f4c8-4026-586f-08db38e9bfaa,一键着色/全局拾色/极致色轮色盘/宏代码/JavaScript/RGB色值/Typora/微信公众号/Photoshop/Obsidian/WPS/Office/Illustrator,通用,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,284.5 KB,2023-04-10 17:25,99,感谢@用户539607735497723[反馈]优化RGB空格问题,2024-06-30
计算器,https://getquicker.net/Sharedaction?code=418d888f-c882-40e1-3f7a-08dc8a9ff82c,计算器,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,42.4 KB,2024-06-13 00:30,27,ac按键,2024-06-30
特殊符号,https://getquicker.net/Sharedaction?code=d91e9242-4ac7-41f6-794e-08dc970018b2,特殊符号软键盘,通用,FaniX,https://getquicker.net/User/52603/FaniX,38.4 KB,2024-06-28 19:36,1,增加动作右键菜单-设置自定义面板,2024-06-30
屏幕键盘,https://getquicker.net/Sharedaction?code=561f7500-e211-40f9-3dc8-08dc93290ea3,Winform屏幕键盘,通用,FaniX,https://getquicker.net/User/52603/FaniX,31.4 KB,2024-06-24 11:32,1,"增加按键响应功能，按下键盘按键时显示
支持长按连续发送按键",2024-06-30
弹出菜单-好,https://getquicker.net/Sharedaction?code=362ef925-6343-4ab6-e9f8-08db92f9f222,不同程序，弹出不同菜单,通用,show-er,https://getquicker.net/User/412766/show-er,51.4 KB,2023-08-02 15:35,19,"1、微信改为社交菜单，默认微信和qq，共用的话，可添加其他程序
2、优化",2024-06-30
法律格式化,https://getquicker.net/Sharedaction?code=d7abc60c-798e-495d-9f59-08db032efa06,将法律法规格式化为Markdown语法,Obsidian,Ranfou,https://getquicker.net/User/108076/Ranfou,83.2 KB,2023-01-31 18:27,5,尝试解决数字序号型条文（「1.1」类格式，如交易所股票上市规则）的转换,2024-06-30
