动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
任务栏助手,https://getquicker.net/Sharedaction?code=f24a3157-ba28-44cc-1bc4-08de17a53e69,win11，在任务栏左侧显示一些信息，动作....,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,32 KB,2025-10-31 18:06,1,非win11提醒下,2025-11-01
编程语言检测,https://getquicker.net/Sharedaction?code=bd17698e-d5af-4d0f-1bd0-08de17a53e69,检测常用的50+种编程语言,通用,Cea,https://getquicker.net/User/113342/Cea,13 KB,2025-10-31 22:21,0,,2025-11-01
高亮置顶窗口,https://getquicker.net/Sharedaction?code=105bae1d-d221-488d-1b94-08de17a53e69,高亮置顶窗口,通用,DONG~,https://getquicker.net/User/574548/DONG~,1.3 KB,2025-10-31 00:09,0,,2025-11-01
quicker编辑器,https://getquicker.net/Sharedaction?code=74ac6400-3547-4dfc-1b8f-08de17a53e69,独立打开quicker编辑器进行表达式测试,通用,enough!,https://getquicker.net/User/897144/enough!,722 B,2025-10-30 22:07,0,,2025-11-01
超级重命名,https://getquicker.net/Sharedaction?code=bcf33eda-9427-45cc-f6c5-08dae2ffb129,超级强大灵活的文件批量重命名工具。支持保存更名规则、插入文件元数据、普通/正则替换、批量替换、列表替换、重名检测、自动编号、C#表达式处理 . . .,通用,咿呀杀杀,https://getquicker.net/User/19337/%E5%92%BF%E5%91%80%E6%9D%80%E6%9D%80,379.8 KB,2022-12-21 18:23,40,- 改动：优化菜单选择方式，使用更便捷,2025-11-01
软件面板V3,https://getquicker.net/Sharedaction?code=6e80f5e7-d6b1-415d-1555-08ddc2d2a88d,软件面板，文件收藏，支持拖动排序和分组,通用,zdf153,https://getquicker.net/User/20184/zdf153,203.3 KB,2025-07-15 19:17,28,"增加本地数据自动备份
",2025-11-01
动作面板V2,https://getquicker.net/Sharedaction?code=b59cb7b7-d512-4416-f23f-08ddd4e0681e,仿Quicker设计，上部分为“全局组”，下半部分为为根据进程自动切换的组（同时支持和quicker一样的通用组）。支持拖拽quicker面板动作添加。,通用,zdf153,https://getquicker.net/User/20184/zdf153,310 KB,2025-08-07 09:28,15,修改右键名字,2025-11-01
steam账号切换,https://getquicker.net/Sharedaction?code=f51b41a9-0c87-496d-dbfb-08dd71ba8805,使用实时搜索切换steam账号，便于常切换账号或者游玩离线账号,通用,chrosic,https://getquicker.net/User/945817/chrosic,80.4 KB,2025-04-02 19:12,22,"~.把vdf2json公共子程序转为网络子程序,减少大小",2025-11-01
文本对比,https://getquicker.net/Sharedaction?code=8fcf04a1-bf1f-43c4-7e93-08dd23adddae,基于monaco editor 的文本对比，ui很不错,通用,Cea,https://getquicker.net/User/113342/Cea,47.9 KB,2024-12-24 07:59,10,支持编程语言自动检测,2025-11-01
MD5,https://getquicker.net/Sharedaction?code=afbf9f57-0496-497b-dea2-08dc5fed4e6b,Quicker 最好用的 MD5 对比检测,通用,Poto,https://getquicker.net/User/137838/Poto,12.7 KB,2024-04-19 14:14,1,"新增 迷你小窗
新增 多文件 MD5 叠加显示，方便对比",2025-11-01
便利窗,https://getquicker.net/Sharedaction?code=f8ead30c-b758-4614-a7ff-08dd5143284a,切换多个便利的自定义窗口，存储网址、文本、文件等，自由拖拽,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,350.7 KB,2025-02-21 03:22,254,kkjquicker,2025-11-01
放大镜,https://getquicker.net/Sharedaction?code=9e794ae6-17d2-4d62-04b5-08d8c656b8cc,鼠标就是放大镜,通用,Poto,https://getquicker.net/User/137838/Poto,149.4 KB,2021-02-01 18:17,9,更换图标,2025-11-01
单手万能键盘+屏幕小键盘,https://getquicker.net/Sharedaction?code=edd841a7-b4be-4297-096a-08ddd023581c,超强提速 建模/绘图/数据输入，左手字母键模拟数字+可选屏幕小键盘，右手不必离开鼠标就可丝滑操作，问题讨论留言。 ,通用,Qinyl_710,https://getquicker.net/User/139951/Qinyl_710,116 KB,2025-07-31 22:48,67,修复按键映射,2025-11-01
放大镜,https://getquicker.net/Sharedaction?code=074a29a6-a27b-4f09-04c1-08d8c656b8cc,鼠标就是放大镜,通用,Poto,https://getquicker.net/User/137838/Poto,101.8 KB,2021-02-01 23:12,8,优化,2025-11-01
知产修图,https://getquicker.net/Sharedaction?code=52714a4b-eec0-46d4-0d5a-08dd193c41bc,批量修改图片尺寸，以符合专利、商标申请要求。,通用,知产二大爷,https://getquicker.net/User/565334/%E7%9F%A5%E4%BA%A7%E4%BA%8C%E5%A4%A7%E7%88%B7,44.8 KB,2024-12-11 14:43,22,更新网页关联,2025-11-01
商标样生成器,https://getquicker.net/Sharedaction?code=1556f80d-bfd7-4c1c-fdc8-08dd1a373a0d,输入文字，生成商标标样图片。,通用,知产二大爷,https://getquicker.net/User/565334/%E7%9F%A5%E4%BA%A7%E4%BA%8C%E5%A4%A7%E7%88%B7,12.9 KB,2024-12-12 14:29,8,更新网页关联,2025-11-01
